locus,name,description,function,product,names,outlinks.uniprot,outlinks.subtilist
BSU_39750,iolB,formation of 2-deoxy-5-keto-gluconic acid (4th reaction),myo-inositol catabolism,formation of 2-deoxy-5-keto-gluconic acid (4th reaction),iolB;yxdB,P42413,gene_detail+BG11118
BSU_04745,BSU_04745,annotated in RefSeq,,,,,
new_1071709_1071971_c,S348,"new RNA feature, independent transcript
",,independent transcript,S348,,
new_1744297_1744366,S598,"new RNA feature, 5'UTR of spoVFA
",,5'UTR of spoVFA,S598,,
BSU_23780,yqjQ,similar to ketoacyl reductase,unknown,unknown,yqjQ,P54554,gene_detail+BG11746
new_2897341_2897467_c,S1072,"new RNA feature, 5' of BSU_misc_RNA_45
",,5' of BSU_misc_RNA_45,S1072,,
BSU_14150,ykuN,"flavodoxin, binds FMN, replaces ferredoxin under conditions of iron limitation, probably involved in electron transfer to nitric oxide synthase",electron transfer,flavodoxin,ykuN,O34737,gene_detail BG13298
BSU_21990,ypdQ,similar to RNase HI,unknown,unknown,ypdQ,P54162,gene_detail+BG11608
BSU_16520,frr,ribosome recycling factor,translation,ribosome recycling factor,frr,P81101,gene_detail BG12587
BSU_14000,patA,"N-acetyl-L,L-diaminopimelate aminotransferase",biosynthesis of lysine and peptidoglycan,aminotransferase,patA;uat;dapX,P16524,gene_detail BG10205
BSU_27809,yrzT,unknown,unknown,unknown,yrzT,C0H464,
BSU_36710,fdhD,similar to sulphurtransferase,unknown,similar to sulphurtransferase,fdhD;narQ;narAA,P39756,gene_detail+BG10979
BSU_26450,yrkN,unknown,unknown,unknown,yrkN,P54441,gene_detail+BG11780
BSU_27020,yraA,"general stress protein, degradation of damaged thiol-containing proteins, glyoxalase III-like enzyme",detoxification of methylglyoxal,glyoxalase III-like enzyme,yraA,O06006,gene_detail+BG13776
new_1884880_1884967,S629,"new RNA feature, intergenic region
",,intergenic region,S629,,
BSU_misc_RNA_2,scr,"4.5 S RNA, causes RNA-driven elongation arrest by interaction with the 23S rRNA",presecretory protein translocation,"small cytoplasmic RNA (scRNA, 4.5S RNA)",scr,,gene_detail BG00095
BSU_25090,yqfW,unknown,unknown,unknown,yqfW,P54480,gene_detail+BG11669
BSU_24630,sipW,bifunctional signal peptidase I that controls surface-adhered [SW|biofilm formation] and processes [[protein|BF97457E986656E4A9FE7A858F5BDF1759850D5C]] and [[protein|8C13E1EF5437DD8F9906643DEDCBB18DABE3B9E3]],[SW|biofilm formation],signal peptidase I,sipW;yqhE,P54506,gene_detail+BG11696
BSU_tRNA_34,trnD-Asp,,translation,transfer RNA-Asp,trnD-Asp,,gene_detail+BG00053
new_3463734_3464253_c,S1292,"new RNA feature, independent transcript
",,independent transcript,S1292,,
BSU_17330,miaA,tRNA isopentenylpyrophosphate transferase,tRNA modification,tRNA isopentenylpyrophosphate transferase,miaA,O31795,gene_detail BG12617
BSU_08380,yfiS,similar to multidrug resistance protein,unknown,unknown,yfiS,O31561,gene_detail+BG12895
BSU_37030,racA,cell division protein,,cell division protein,racA;ywkC,P45870,gene_detail BG11314
new_2198766_2198847_c,S779,"new RNA feature, intergenic region
",,intergenic region,S779,,
BSU_32660,glxB,glyoxalase II,detoxification of methylglyoxal,glyoxalase II,glxB;yurT,O32161,gene_detail+BG14006
new_3194349_3194635,S1188,"new RNA feature, 3'UTR of yubC
",,3'UTR of yubC,S1188,,
BSU_19680,yozE,unknown,unknown,unknown,yozE,O31864,gene_detail+BG13752
BSU_31860,yueB,"membrane protein, part of the type VII protein secretion system [[protein|3CC3E197848E9688413C15CEA7DDCF0A7120A920]]-[[protein|3FE4A91C7D0B43C8704391F2F9493852B3AED9B0]]-[[protein|6007664F3D979B4D8D4662C7F6E5CF2F489268E3]]-[[protein|0A38B2E900532C9950DE6E629F5EB21D64E18B55]]-[[protein|DA52C4CD130F32734E01A52F2F395127D2260F61]], receptor for phage SPPI",export of [[protein|50D2A03E2D7B5D461540FD157377E0D37F771888]],"part of the type VII protein secretion system, receptor for phage SPPI",yueB,O32101,gene_detail BG13957
BSU_18860,yozH,unknown,unknown,unknown,yozH,O31837,gene_detail+BG13755
BSU_36740,ywmC,unknown,unknown,unknown,ywmC,P70960,gene_detail+BG12474
BSU_07120,lplC,"transmembrane lipoprotein, putative [SW|ABC transporter] (membrane protein)",unknown,unknown,lplC,P39129,gene_detail+BG10857
BSU_21925,BSU_21925,annotated in RefSeq,,,,,
new_3316213_3316329_c,S1246,"new RNA feature, intergenic region
",,intergenic region,S1246,,
new_2563803_2563987_c,S928,"new RNA feature, intergenic region
",,intergenic region,S928,,
BSU_07900,yfkH,"general stress protein, survival of ethanol and paraquat stresses",survival of stress conditions,unknown,yfkH,O34437,gene_detail+BG12924
new_516099_516240,S162,"new RNA feature, 5'UTR of ydcC
",,5'UTR of ydcC,S162,,
new_1549384_1549464,S538,"new RNA feature, 5'UTR of ylaK
",,5'UTR of ylaK,S538,,
BSU_38720,yxkO,"ADP/ATP-dependent NAD(P)H-hydrate dehydratase, general stress protein, survival of ethanol  stress","survival of ethanol  stress, repair of hydrated NAD(P)H",ADP/ATP-dependent NAD(P)H-hydrate dehydratase,yxkO,P94368,gene_detail+BG12547
BSU_15200,murD,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,peptidoglycan precursor biosynthesis,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,murD,Q03522,gene_detail+BG10225
new_2432160_2433082,S882,"new RNA feature, independent transcript
",,independent transcript,S882,,
new_3016299_3016403_c,S1119,"new RNA feature, 5'UTR of ackA
",,5'UTR of ackA,S1119,,
BSU_16010,ylqD,unknown,unknown,unknown,ylqD,O31739,gene_detail+BG13403
BSU_28640,pheS,"phenylalanyl-tRNA synthetase (alpha subunit), universally conserved protein",translation,phenylalanyl-tRNA synthetase (alpha subunit),pheS,P17921,gene_detail BG10874
BSU_15800,yloS,thiamine pyrophosphokinase,thiamine salvage,thiamine pyrophosphokinase,yloS;thiN,O34664,gene_detail BG13394
BSU_02220,ybfI,similar to transcription factor ([SW|AraC family]),unknown,unknown,ybfI,O31449,gene_detail+BG12738
BSU_24190,yqiI,secreted N-acetylmuramoyl-L-alanine amidase,cell wall metabolism,peptidoglycan hydrolase,yqiI,P54525,gene_detail+BG11717
new_2798008_2799197,S1038,"new RNA feature, independent transcript
",,independent transcript,S1038,,
BSU_11810,spoVIF,required for spore coat assembly and resistance,required for spore coat assembly and resistance,unknown,spoVIF;yjcC,O31625,gene_detail+BG13156
BSU_22980,ypbG,unknown,unknown,unknown,ypbG,P50733,gene_detail+BG11433
new_3463251_3463318_c,S1291,"new RNA feature, 5'UTR of opuBA
",,5'UTR of opuBA,S1291,,
new_3622139_3622219_c,S1346,"new RNA feature, 5'UTR of swrAA/2
",,5'UTR of swrAA/2,S1346,,
BSU_37090,glpX,"class II fructose-1,6-bisphosphatase, gluconeogenesis",gluconeogenesis,"class II fructose-1,6-bisphosphatase",glpX;ywjI,Q03224,gene_detail+BG10415
BSU_30050,murJ,lipid II flippase,export of lipid II,lipid II flippase,murJ;ytgP,O34674,gene_detail BG13856
BSU_06990,rhiG,[SW|ABC transporter] (membrane protein) for rhamnose oligosaccharides,uptake of rhamnose oligosaccharides,rhamnose oligosaccharide [SW|ABC transporter],rhiG;yesQ,O31520,gene_detail+BG12851
BSU_01700,murQ,N-acetyl-muramic acid-6P etherase (cleaves lactate from N-acetylmuramic acid),cell wall turnover,N-acetyl-muramic acid-6P etherase,murQ;ybbI,Q45582,gene_detail BG11570
BSU_11530,coiA,protein involved in establishment of DNA transport in competence,genetic competence,unknown,coiA;yjbF,O31604,gene_detail+BG13135
BSU_13840,stoA,"thiol-disulfide oxidoreductase, with thioredoxin-like domain, required for the synthesis of the endospore peptidoglycan cortex","spore cortex formation, maturation of [[protein|SpoVD ]]in the forespore outer membrane",thiol-disulfide oxidoreductase,stoA;spoIVH;ykvV,O31687,gene_detail+BG13324
new_235329_235401_c,S82,"new RNA feature, 5'UTR of glpT
",,5'UTR of glpT,S82,,
BSU_08560,yfhJ,unknown,unknown,unknown,yfhJ,O31578,gene_detail+BG12885
BSU_25820,yqcI,unknown,unknown,unknown,yqcI,P45944,gene_detail+BG11300
BSU_33920,tpi,"triose phosphate isomerase, glycolytic/ gluconeogenic enzyme",enzyme in glycolysis/ gluconeogenesis,triosephosphate isomerase,tpi;tpiA,P27876,gene_detail BG10897
BSU_26020,yqbP,similar to phage-related protein,unknown,unknown,yqbP,P45932,gene_detail BG11287
new_3860876_3860997_c,S1456,"new RNA feature, intergenic region
",,intergenic region,S1456,,
BSU_04700,rsbU,"protein serine phosphatase, environmental PP2C, dephosphorylates [[protein|AC64DA463250A090A62E50901EFE653C8F963872]]",control of [[protein|SigB ]]activity,"protein serine phosphatase, environmental PP2C",rsbU,P40399,gene_detail BG11057
BSU_32640,sspG,small acid-soluble spore protein (minor),protection of spore DNA,small acid-soluble spore protein (minor),sspG,Q7WY59,gene_detail BG14173
BSU_10300,aprE,major extracellular alkaline protease,protein degradation,extracellular alkaline serine protease (subtilisin E),aprE;sprE,P04189,gene_detail BG10190
BSU_06600,pcrB,heptaprenylglyceryl phosphate synthase,unknown,heptaprenylglyceryl phosphate synthase,pcrB;yerE,O34790,gene_detail BG12833
BSU_31560,nupP,[SW|ABC transporter] for guanosine (membrane protein),uptake of guanosine,[SW|ABC transporter] for guanosine,nupP;yufP,O05254,gene_detail+BG12351
BSU_24940,sweC,cofactor of the [[protein|8BF7EB539B53D75BD30BD30ABF27106D6A0B030B]]-[[protein|E22D0F0AC56DC95AFC02E7F55FCD5FAA44B6B490]] complex,control of [[protein|4F9D70C4BB4FCA809BEAC341C3F8122FB7FD8872]] activity in peptidoglycan elongation,cofactor of the [[protein|8BF7EB539B53D75BD30BD30ABF27106D6A0B030B]]-[[protein|E22D0F0AC56DC95AFC02E7F55FCD5FAA44B6B490]] complex,sweC;yqzC,O32023,gene_detail+BG13769
new_3466157_3466342_c,S1296,"new RNA feature, 3'UTR of sdpI
",,3'UTR of sdpI,S1296,,
new_52649_52719,S29,"new RNA feature, 5'UTR of veg
",,5'UTR of veg,S29,,
BSU_12671,xkdN,unknown PBSX prophage protein,unknown,unknown,xkdN,P54333,gene_detail+BG11548
BSU_19650,pgpB,"phosphatidylglycerol phosphate (PGP) phosphatase , has minor undecaprenyl pyrophosphate phosphatase activity",phospholipid biosynthesis,phosphatidylglycerol phosphate (PGP) phosphatase,yodM,O34349,gene_detail BG13540
BSU_21090,yonH,unknown,unknown,unknown,yonH,O31950,gene_detail+BG13621
BSU_21140,yonC,unknown,unknown,unknown,yonC,O31955,gene_detail+BG13616
BSU_misc_RNA_39,BSU_misc_RNA_39,,,,BSU_misc_RNA_39,,
BSU_05580,ydgC,similar to transcription factor ([SW|TetR family]),unknown,unknown,ydgC,P96701,gene_detail+BG12170
new_2840767_2840964_c,pipA,"new RNA feature, independent transcript
",,independent transcript,S1052,,
BSU_34780,yvcI,"RNA pyrophosphohydrolase, converts primary transcripts to 5’-monophospate RNA",initiation of RNA degradation,RNA pyrophosphohydrolase,yvcI,O06972,gene_detail BG12399
BSU_06170,fruC,fructokinase,utilization of sucrose and glucitol,fructokinase,fruC;ydjE,O34768,gene_detail+BG12796
BSU_15060,tmcAL,"tRNA<sup>Met</sup> cytidine acetate ligase, required for proper decoding of the AUA elongator Met codon",acetylation of elongator tRNA<sup>Met</sup>,tRNA<sup>Met</sup> cytidine acetate ligase,tmcAL;ylbM,O34513,gene_detail BG13365
new_925460_925632,S288,"new RNA feature, 5'UTR of recX
",,5'UTR of recX,S288,,
BSU_35020,nagB,glucosamine-6-phosphate deaminase,N-acetylglucosamine utilization,glucosamine-6-phosphate deaminase,nagB,O35000,gene_detail+BG12631
BSU_31330,yugN,unknown,unknown,unknown,yugN,O05246,gene_detail+BG12368
BSU_18380,iseA,"inhibits in vitro activity of cell wall endopeptidases, inhibits cell separation",protection against cell envelope stress,inhibitor of autolysins,iseA;yoeB,O34841,gene_detail BG13549
BSU_01290,rpsN,ribosomal protein,translation,ribosomal protein S14,rpsN,P12878,gene_detail BG10761
BSU_11180,yitZ,similar to multidrug resistance protein,unknown,unknown,yitZ,P70952,gene_detail+BG12250
BSU_35239,swrAA/2,"control of DegU activity,  enhances sigD transcription, part of the swrAA pseudogene",essential for swarming differentiation on solid surfaces,swarming motility protein,swrAA/2,,
new_2596439_2596534,S945,"new RNA feature, intergenic region
",,intergenic region,S945,,
new_238449_238569_c,S84,"new RNA feature, 5'UTR of ybfE
",,5'UTR of ybfE,S84,,
BSU_01440,rplQ,ribosomal protein,translation,ribosomal protein L17 (BL15),rplQ,P20277,gene_detail BG11041
BSU_34230,epsN,"UDP-2,6-dideoxy 2-acetamido 4-keto glucose aminotransferase, required for extracellular polysaccharide synthesis","[[category|SW 4.1.2]], biosynthesis of N,N'-diacetylbacillosamine","UDP-2,6-dideoxy 2-acetamido 4-keto glucose aminotransferase",epsN;yvfE,Q795J3,gene_detail+BG11873
new_593206_593301_c,S188,"new RNA feature, 5'UTR of nap
",,5'UTR of nap,S188,,
new_2070120_2070243_c,S719,"new RNA feature, intergenic region
",,intergenic region,S719,,
BSU_16070,ylqG,unknown,unknown,unknown,ylqG,O31745,gene_detail BG13406
new_3707708_3707818,S1383,"new RNA feature, intergenic region
",,intergenic region,S1383,,
BSU_31990,dhbC,isochorismate synthase,biosynthesis of the siderophore bacillibactin,isochorismate synthase,dhbC,P45744,gene_detail BG11242
BSU_35080,pchR,"transcriptional repressor ([SW|MarR family]), controls the expression of genes involved in pulcherriminic acid biosynthesis",control of pulcherriminic acid biosynthesis,transcription factor ([SW|MarR family]),pchR;yzhA;yvmB,P40762,gene_detail BG11018
BSU_17267,ymzE/2,part of the ymzE pseudogene,unknown,unknown,ymzE/2,,
BSU_24950,pstBB,phosphate [SW|ABC transporter ](ATP-binding protein),high-affinity phosphate uptake,phosphate [SW|ABC transporter] (ATP-binding protein),pstBB;pstB;yqgK;yzmF,P46342,gene_detail+BG11379
new_3809370_3809496_c,S1439,"new RNA feature, 5'UTR of fbaA
",,5'UTR of fbaA,S1439,,
new_1008553_1008622,S324,"new RNA feature, intergenic region
",,intergenic region,S324,,
BSU_11420,trpS,tryptophanyl-tRNA synthetase,translation,tryptophanyl-tRNA synthetase,trpS,P21656,gene_detail BG10799
BSU_15090,gerR,"probably DNA-binding protein, regulates transcription of some spore coat genes",spore coat formation and resistance of spores to lysozyme,unknown,gerR;ylbO,O34549,gene_detail+BG13367
BSU_06020,groES,"chaperonin, universally conserved protein",protein folding and re-folding,chaperonin,groES,P28599,gene_detail BG10422
new_2309648_2309785_c,S830,"new RNA feature, 5'UTR of ypeP
",,5'UTR of ypeP,S830,,
new_196132_196212,S68,"new RNA feature, 5'UTR of cdaA
",,5'UTR of cdaA,S68,,
BSU_26990,yraD,"forespore-specific sporulation protein, similar to spore coat protein",unknown,unknown,yraD,O06010,gene_detail+BG13779
BSU_00150,dgk,deoxyguanosine kinase,purine salvage and interconversion,deoxyguanosine kinase,dgk;yaaG,P37530,gene_detail+BG10079
BSU_06430,purK,phosphoribosylaminoimidazole carboxylase (ATP-dependent),purine biosynthesis,phosphoribosylaminoimidazole carboxylase (ATP-dependent),purK,P12045,gene_detail+BG10701
BSU_39290,yxxD,antitoxin,inhibition of the cytotoxic activity of [[protein|BD8C0563C7123B6DEC1EEB602BDF2C9D92D34991]],antitoxin,yxxD,P40737,gene_detail BG11070
BSU_02700,lip,extracellular lipase,lipid degradation,extracellular lipase,lip;lipA,P37957,gene_detail BG10679
BSU_28890,yscB,unknown,unknown,unknown,yscB,P94517,gene_detail+BG12314
BSU_39840,yxbG,"general stress protein, similar to glucose 1-dehydrogenase",unknown,unknown,yxbG;yxaU,P46331,gene_detail+BG11357
BSU_29290,sndA,"sulphur compound N-deacetylase, required for the conversion of S-methyl-cysteine to cysteine",utilization of S-methyl-cysteine,sulphur compound N-deacetylase,sndA;hipO;ytnL,O34980,gene_detail+BG12596
BSU_22170,ypsC,similar to SAM-dependent 23S rRNA methyltransferase,rRNA modification,23S rRNA methyltransferase,ypsC,P50840,gene_detail+BG11455
new_3294170_3294254_c,S1231,"new RNA feature, 5'UTR of yuiH
",,5'UTR of yuiH,S1231,,
new_2605598_2605729_c,S955,"new RNA feature, 5'UTR of ccpN
",,5'UTR of ccpN,S955,,
BSU_20960,yopA,unknown,unknown,unknown,yopA,O31937,gene_detail+BG13634
BSU_28440,sdhA,succinate dehydrogenase (flavoprotein subunit),TCA cycle,succinate dehydrogenase (flavoprotein subunit),sdhA;citF,P08065,gene_detail BG10352
new_3965134_3966683_c,S1482,"new RNA feature, 3'UTR of yxlG
",,3'UTR of yxlG,S1482,,
BSU_33540,azoR2,similar to NAD(P)H dehydrogenase (quinone),resistance to 2-methylhydroquinone,azoreductase,azoR2;yvaB,O32224,gene_detail BG14058
new_3608843_3609333_c,S1340,"new RNA feature, 5'UTR of yvlA
",,5'UTR of yvlA,S1340,,
new_4167624_4168153,S1562,"new RNA feature, intergenic region
",,intergenic region,S1562,,
new_3388009_3388287_c,S1272,"new RNA feature, 5'UTR of yirB
",,5'UTR of yirB,S1272,,
BSU_01100,rpsL,ribosomal protein,translation,ribosomal protein S12 (BS12),rpsL;strA;fun,P21472,gene_detail BG19009
BSU_06000,ydiK,unknown lipoprotein,unknown,unknown,ydiK,O05524,gene_detail+BG12208
BSU_07440,yfmK,"Nε-lysine acetyltransferase, acetylation of the histone-like protein [[protein|EFD8FC875B6787B1512C5FC4C81E7E4C9BD93028|HBsu]]","acetylation of the histone-like protein [[protein|EFD8FC875B6787B1512C5FC4C81E7E4C9BD93028|HBsu]], regulation of nucleoid compaction",Nε-lysine acetyltransferase,yfmK,O34536,gene_detail+BG12962
BSU_37570,mmr,methylenomycin A resistance protein,resistance to methylenomycin A,methylenomycin A resistance protein,mmr,Q00538,gene_detail+BG10420
new_756987_757065,S246,"new RNA feature, intergenic region
",,intergenic region,S246,,
new_3907315_3907453_c,S1467,"new RNA feature, 5'UTR of ywcI
",,5'UTR of ywcI,S1467,,
BSU_25300,cdd,cytidine deaminase,pyrimidine interconversion,cytidine deaminase,cdd,P19079,gene_detail BG10477
BSU_06700,yerO,similar to transcriptional regulator ([SW|TetR family]),unknown,unknown,yerO,O31500,gene_detail+BG12841
new_676139_676441,S222,"new RNA feature, 5'UTR of iolT
",,5'UTR of iolT,S222,,
BSU_28250,leuD,3-isopropylmalate dehydratase (small subunit),biosynthesis of leucine,3-isopropylmalate dehydratase (small subunit),leuD,P94568,gene_detail BG11950
BSU_08690,ygaD,similar to [SW|ABC transporter] (fused ATP-binding and membrane protein),unknown,[SW|ABC transporter] (fused ATP-binding and membrane protein),ygaD,P71082,gene_detail+BG12224
BSU_misc_RNA_91,pswI,annotated in RefSeq,,,,,
new_2987548_2987649_c,S1104,"new RNA feature, 5'UTR of pfkA
",,5'UTR of pfkA,S1104,,
BSU_37730,bacB,"oxidase that catalyzes the synthesis of 2-oxo-3-(4-oxocyclohexa-2,5-dienyl)propanoic acid, a precursor to L-anticapsin",biosynthesis of the antibiotic bacilysin,oxidase,bacB;ywfC;ipa-81d,P39639,gene_detail+BG10627
BSU_rRNA_29,rrnH-23S,23S rRNA,translation,ribosomal RNA-23S,rrnH-23S,,gene_detail+BG00107
BSU_15110,ylbQ,2-dehydropantoate 2-reductase,biosynthesis of coenzyme A,2-dehydropantoate 2-reductase,ylbQ,O34661,gene_detail+BG13369
BSU_25740,yqeB,unknown,unknown,unknown,yqeB,P54447,gene_detail+BG11630
BSU_18909,yozZ,"unknown, putative pseudogene",unknown,unknown,yozZ,,
BSU_32390,yunF,unknown,unknown,unknown,yunF,O32135,gene_detail+BG13980
BSU_32270,yutH,spore coat protein,protection of the spore,spore coat protein,yutH,O32123,gene_detail+BG14044
new_2333212_2333323_c,S840,"new RNA feature, intergenic region
",,intergenic region,S840,,
BSU_33200,yvrE,"glucoco-lactonase, general stress protein, similar to senescence marker protein-30",survival of salt stress,glucoco-lactonase,yvrE,O34940,gene_detail+BG14145
