gene_id.ko,gene_id.uniref90,gene_description,module,sheet,header,subheader,potential_amg,strain
NA,P37479,yycE;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32296,yyzB;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K06329,P23261,cotF;spore coat protein F,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P37488,yybP;lipoprotein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P37495,yybI;hypothetical protein,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P37509,yyaO;hypothetical protein,NA,MISC,Proteins of unknown function,NA,TRUE,bs
K06888,P37512,yyaL;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P37517,ccpB;catabolite control protein B,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K01142,P37454,exoA;exodeoxyribonuclease,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P37519,yyaE;oxidoreductase,NA,MISC,Electron transport and ATP synthesis,Electron transport/ other/ based on similarity,TRUE,bs
NA,P37520,yyaD;hypothetical protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P37521,yyaC;hypothetical protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K03497,P26497,parB;stage 0 sporulation protein J,NA,MISC,Sporulation,Sporulation/ other,TRUE,bs
K03496,P37522,parA;sporulation initiation inhibitor protein Soj,NA,MISC,Sporulation,Sporulation/ other,TRUE,bs
K03495,P25812,gidA;tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,tRNA modification and maturation,MISC,"Protein synthesis, modification and degradation",Translation,TRUE,bs
K03650,P25811,thdF;tRNA modification GTPase MnmE,tRNA modification and maturation,MISC,"Protein synthesis, modification and degradation",Translation,TRUE,bs
K06346,Q01620,jag;protein jag,NA,MISC,Sporulation,Sporulation/ other,TRUE,bs
K03217,Q01625,yidC1;membrane protein insertase MisCA,NA,MISC,Sporulation,Sporulation/ other,TRUE,bs
NA,A0A2K4Z9G8,"cmpA;cortex morphogenic protein A, adapter protein targeting [[protein|A25C1530DA7BB007A288E525404E9F775E219FE8]] for degradation by [[protein|ClpXP]] upon spore envelope defects",Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,G4NV06,spoIISC;antitoxin,Type 2 TA systems,MISC,Coping with stress,"Toxins, antitoxins and immunity against toxins",TRUE,bs
NA,Q18C91,putative spore protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K02343,Q18C99,DNA polymerase III subunits gamma and tau,sporulation,MISC,sporulation,sporulation,TRUE,cd
K09747,Q18CA3,DNA binding protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K00991,Q18CD1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01770,Q18CD3,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",sporulation,MISC,sporulation,sporulation,TRUE,cd
K01448,Q18CJ4,"Germination-specific N-acetylmuramoyl-L-alanine amidase, Autolysin",sporulation,MISC,sporulation,sporulation,TRUE,cd
K03431,Q18CL0,Phosphoglucosamine mutase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K00820,Q18CK9,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing],sporulation,MISC,sporulation,sporulation,TRUE,cd
K06381,Q18CL6,Stage II sporulation protein D,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18CL5,putative cell wall endopeptidase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06283,Q18CL4,Stage III sporulation protein D,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18CL8,putative sporulation protein yyac,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18CM2,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18CV2,putative spore coat protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18CV1,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K02412,Q18CY8,ATP synthase subunit beta FliI,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03716,Q18D17,"Spore photoproduct (thymine dimer) lyase,radical S-adenosylmethionine superfamily",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18D36,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18D48,"putative hydrolase, HAD superfamily, subfamily IB",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18D54,putative spore coat assembly asparagine-rich protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18D52,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18D69,putative exosporium glycoprotein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18D91,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q188M1,"putative drug/sodium antiporter, MATE family,Tn1549-like, CTn2-Orf29",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q188W0,putative hemagglutinin/adhesin cwpV,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q188Z5,Spore cortex-lytic enzyme pre-pro-form,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q189A2,putative sugar isomerase / endonuclease,sporulation,MISC,sporulation,sporulation,TRUE,cd
K00876,Q189A1,putative uridine kinase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q189A7,putative ATP-dependent protease,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q189B7,putative sporulation protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K00131,Q189C4,Glyceraldehyde-3-phosphate dehydrogenase (NADP(+)) (GADPH),sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q189D6,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06333,Q189E5,Spore coat peptide assembly protein CotF,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06334,Q189E4,"Spore-coat protein, manganese catalase",sporulation,MISC,sporulation,sporulation,TRUE,cd
K01420,Q189H6,"Transcriptional regulator, Crp family",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q189M1,putative acetyltransferase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03798,Q189M8,"putative ATP-dependent peptidase, M41 family",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q189N8,putative exported metalloendopeptidase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03657,Q189U3,"putative DNA helicase, UvrD/REP type",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q189V1,putative diguanylate kinase signaling protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K07301,Q189V4,putative Ca2+/Na+ antiporter,sporulation,MISC,sporulation,sporulation,TRUE,cd
K05592,Q189V7,putative ATP-dependent RNA helicase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06378,Q189W5,Anti-sigma F factor antagonist,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06379,Q189W4,Anti-sigma F factor (Stage II sporulation protein AB),sporulation,MISC,sporulation,sporulation,TRUE,cd
K03091,Q189W8,RNA polymerase sigma-F factor,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06405,Q189X2,Stage V sporulation protein AC,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06406,Q189X1,Stage V sporulation protein AD,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06407,Q189X0,Stage V sporulation protein AE,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q189X9,putative sporulation protein YunB,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q189X8,"Stage IV sporulation protein SpoIVB, S55 peptidase family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K01448,Q189Y1,putative N-acetylmuramoyl-L-alanine amidase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K07090,Q189Y4,"putative membrane protein, DUF81 family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K07090,Q189Z1,"putative membrane protein, DUF81 family",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18A24,Rubrerythrin,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18A88,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18A94,putative cation efflux protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AI2,putative UbiA prenyltransferase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AM0,putative spore coat protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AM9,putative signaling protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AN0,putative cell wall anchored protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AP7,putative sporulation integral membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AR3,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AR2,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AR1,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AR6,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AR7,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AS3,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AS2,exosporium cysteine rich protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AS1,putative polysaccharide biosynthesis/sporulation protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AT7,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AU1,"putative peptidase, M20D family",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AY5,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K02335,Q18AY7,DNA polymerase I (POLI),sporulation,MISC,sporulation,sporulation,TRUE,cd
K00859,Q18AZ0,Dephospho-CoA kinase (Dephosphocoenzyme A kinase),sporulation,MISC,sporulation,sporulation,TRUE,cd
K08309,Q18AY9,putative lytic transglycosylase-like protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AZ4,putative solute-binding lipoprotein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AZ3,putative heavy-metal transport/detoxification protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18AZ2,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18B30,putative integrase/recombinase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18B29,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K00059,Q18B45,3-oxoacyl-[acyl-carrier protein] reductase (3-ketoacyl-acyl carrier protein reductase),sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18B48,putative diguanylate kinase signaling protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18B49,putative amino acid/polyamine transporter I,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06390,Q18B54,Stage III sporulation protein AA,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06391,Q18B53,Stage III sporulation protein AB,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06392,Q18B52,Stage III sporulation protein AC,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06393,Q18B60,Stage III sporulation protein AD,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06394,Q18B59,Stage III sporulation protein AE,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06395,Q18B58,Stage III sporulation protein AF,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06396,Q18B57,Stage III sporulation protein AG,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06397,Q18B63,Stage III sporulation protein AH,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06399,Q18B75,"Stage IV sporulation protein B, peptidase S55 family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K07699,Q18B74,Stage 0 sporulation protein A,sporulation,MISC,sporulation,sporulation,TRUE,cd
K05515,Q18B92,putative peptidoglycan glycosyltransferase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03091,X1W3M1,Sigma K,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,F3Y5Y6,putative phage regulator,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18B99,putative phage protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03311,Q18BB9,Branched chain amino acid transport system carrier protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K07447,Q18BF1,putative Holliday junction resolvase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03537,Q18BF5,putative small acid-soluble spore protein SASP,sporulation,MISC,sporulation,sporulation,TRUE,cd
K07258,Q18BF4,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein),sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BG2,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BG1,putative sporulation protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BG7,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BG6,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BI3,putative polysaccharide deacetylase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BI7,"putative peptidase, M16 family",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BI6,putative sporulation protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K00928,Q18BI5,Aspartokinase 1 (Aspartokinase I) (1spartate kinase I),sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BJ0,Protein export-enhancing factor,sporulation,MISC,sporulation,sporulation,TRUE,cd
K00965,Q18BK5,putative galactose-1-phosphate uridylyltransferase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BM0,putative exported protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BP4,"Transporter, Major Facilitator Superfamily (MFS)",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BR3,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K16203,Q18BR2,putative amino acid amidase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BS0,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BR9,"putative peptidase, M20D family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K01297,Q18BR8,"putative muramoyltetrapeptide carboxypeptidase,S66 family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K01126,Q18BR5,Glycerophosphoryl diester phosphodiesterase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BS4,putative synthetase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01921,Q18BS9,D-alanine--D-alanine ligase (D-alanylalanine synthetase) (D-Ala-D-Ala ligase),sporulation,MISC,sporulation,sporulation,TRUE,cd
K09936,Q18BT7,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BU7,"Transcriptional regulator, hxlR family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K01567,Q18BV2,putative delta-lactam-biosynthetic de-N-acteylase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BV5,spore coat protein: peroxiredoxin/chitinase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18BY4,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18C05,putative lipoprotein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18C12,"Two-component sensor histidine kinase,sporulation-associated spo0A",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18C29,spore coat protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K04759,Q18C39,Ferrous iron transport protein B,sporulation,MISC,sporulation,sporulation,TRUE,cd
K04758,Q18C38,Ferrous iron transport protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01118,Q18C63,putative FMN-dependent NADH-azoreductase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q18C75,putative amino acid permease,sporulation,MISC,sporulation,sporulation,TRUE,cd
K07217,Q186C1,spore coat protein-manganese catalase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06888,Q186C3,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q186C8,putative g5 domain protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q186D3,"Two-component sensor histidine kinase,sporulation-associated spo0A",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q186D6,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K00640,Q186E9,Serine acetyltransferase (SAT),sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q186G8,spore coat assembly protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q186H2,putative diguanylate kinase signaling protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K04564,Q186I6,spore coat protein-superoxide dismutase (Mn),sporulation,MISC,sporulation,sporulation,TRUE,cd
K01304,Q186N3,Pyrrolidone-carboxylate peptidase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q186N2,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q186N4,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q186R3,"putative C4-dicarboxylate anaerobic carrier,DcuC family",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q186T2,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q186T4,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K21583,Q186U8,"Glycine/sarcosine/betaine reductase complex,protein B, alpha and beta subunits",sporulation,MISC,sporulation,sporulation,TRUE,cd
K03312,Q186V2,Sodium/glutamate symporter,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q186Z7,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q187A0,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K09861,Q187D2,"conserved hypothetical protein, UPF0246 family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K01736,Q187E5,Chorismate synthase (5-enolpyruvylshikimate-3-phosphate phospholyase),sporulation,MISC,sporulation,sporulation,TRUE,cd
K14170,Q187E6,"Bifunctional P-protein, chorismate mutase/prephenate dehydratase",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,NA,pseudogene,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q187F6,"putative membrane protein Tn1549-like,CTn5-Orf1",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q187F5,"putative conjugative transposon protein Tn1549-like, CTn5-Orf2",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q187J3,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q187K7,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01448,Q187L1,putative phage-related cell wall hydrolase (endolysin),sporulation,MISC,sporulation,sporulation,TRUE,cd
K02050,Q187L5,"ABC-type transport system, permease",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q187L8,"Site-specific recombinase, resolvase family",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q187N9,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q187N8,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q187P0,putative exported protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06416,Q187P4,Stage V sporulation protein S,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q187P9,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q187Q2,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03790,Q187R1,putative Acyl-CoA N-acyltransferase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q187S3,putative permease,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q187S7,putative acyl-CoA thioesterase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K13275,Q187W2,Intracellular serine protease,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q188A3,putative sporulation integral membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q188B9,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q188C3,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q188F3,"putative peptidase, M20 family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K11105,Q188H0,putative Na(+)/H(+) antiporter,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06901,Q188H4,Xanthine/uracil/thiamine/ascorbate permease family protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185Q3,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185R1,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K00806,Q185S4,Undecaprenyl pyrophosphate synthetase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185T0,Serine-type D-Ala-D-Ala carboxypeptidase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185T4,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,F3Y5V2,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185V6,Acyl transferase/acyl hydrolase/lysophospholipase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185W9,putative alpha/beta hydrolase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01893,Q185B5,Asparaginyl-tRNA synthetase (Asparagine--tRNA ligase) (AsnRS),sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185C1,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185C0,Subtilisin-like serine germination related protease,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185B9,Subtilisin-like serine germination related protease,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185D7,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185D9,"putative oxidoreductase, FAD dependent",sporulation,MISC,sporulation,sporulation,TRUE,cd
K02770,Q185E0,"PTS system, fructose-specific IIABC component",sporulation,MISC,sporulation,sporulation,TRUE,cd
K00882,Q185E1,Fructose 1-phosphate kinase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185E3,putative sporulation integral membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185I9,putative exported protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185I8,Two-component response regulator,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185M0,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185P7,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185P6,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q185P5,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181W3,"putative hydrolase, NUDIX family",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181Y0,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181Y3,putative spore coat protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06333,Q181Y6,Spore coat peptide assembly protein CotJB 2,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06334,Q181Y5,"Spore coat protein, manganese catalase",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181Z5,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K00177,Q182B3,putative flavodoxin/ferredoxin oxidoreductase gamma subunit,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q182B2,putative flavodoxin/ferredoxin oxidoreductase beta subunit,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q182B5,putative flavodoxin/ferredoxin oxidoreductase alpha subunit,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q182B4,"putative 4Fe-4S ferredoxin, iron-sulfur binding domain protein, delta subunit",sporulation,MISC,sporulation,sporulation,TRUE,cd
K00366,Q182B6,putative nitrite/sulphite reductase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03595,Q182C3,GTP-binding protein Era,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01489,Q182C5,Cytidine deaminase (Cytidine aminohydrolase) (CDA),sporulation,MISC,sporulation,sporulation,TRUE,cd
K00901,Q182C4,putative diacylglycerol kinase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K07042,Q182C6,putative metal-dependent hydrolase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06217,Q182C7,PhoH-like protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06438,Q182D1,Stage IV sporulation protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q182D0,putative sporulation protein yqfc,sporulation,MISC,sporulation,sporulation,TRUE,cd
K05770,Q182C8,"putative transmembrane signaling protein,TspO/MBR family",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q182E4,"Transporter, Major Facilitator Superfamily (MFS)",sporulation,MISC,sporulation,sporulation,TRUE,cd
K25026,Q182E6,"putative glucokinase, ROK family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K03294,Q182F2,putative amino acid/polyamine transporter,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q182F5,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06385,Q182F7,Stage II sporulation protein P,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06012,Q182F6,Spore endopeptidase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q182H8,"Two-component sensor histidine kinase,sporulation-associated spo0A",sporulation,MISC,sporulation,sporulation,TRUE,cd
K11751,Q182M3,putative membrane-associated 5'-nucleotidase/phosphoesterase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K22278,Q182T7,putative oligosaccharide deacetylase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q182T9,putative transcriptional regulator,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06398,Q182W3,Stage IV sporulation protein A,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q182W9,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K05739,Q182W8,putative spore envelope protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K05739,Q182X1,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K07636,Q182X0,Two-component sensor histidine kinase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K07658,Q182X2,Two-component response regulator,sporulation,MISC,sporulation,sporulation,TRUE,cd
K05810,Q182X4,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K07738,Q182X3,"Transcriptional regulator, repressor NrdR family",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q182X6,putative sporulation protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03091,Q182X5,RNA polymerase sigma-G factor,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03091,Q182X7,RNA polymerase sigma-E factor,sporulation,MISC,sporulation,sporulation,TRUE,cd
