Entry,locud_tag,product,synonym,gene
Q183R7,CD630_28300,Pro-Pro endopeptidase (PPEP-1) (EC 3.4.24.89) (Zinc metalloprotease Zmp1),ppep-1,zmp1
Q18CP4,CD630_01540,4-hydroxyphenylacetate decarboxylase small subunit (HPA decarboxylase small subunit) (EC 4.1.1.83) (4-hydroxyphenylacetate decarboxylase gamma subunit) (p-hydroxyphenylacetate decarboxylase small subunit),,hpdC
Q18C69,CD630_15500,Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19),,hisB
Q18C74,CD630_15530,Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF),,hisF
Q18CI2,CD630_00940,Translation initiation factor IF-1,,infA
Q180P4,CD630_33950,ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase),,pfkA
Q18BQ3,CD630_13840,5-oxoprolinase subunit A (5-OPase subunit A) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit A),,pxpA
Q182C0,CD630_24350,DNA repair protein RecO (Recombination protein O),,recO
Q181F4,CD630_35530,Transcription elongation factor GreA (Transcript cleavage factor GreA),,greA
Q18B16,CD630_11530,Methylglyoxal synthase (MGS) (EC 4.2.3.3),,mgsA
Q18B27,CD630_11640,GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg),,obg
Q18BI4,CD630_13180,Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase),,pnp
Q182S0,CD630_25800,Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase),,rlmN
Q18CF3,CD630_00670,DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta'),,rpoC
Q187Q1,CD630_19420,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase),,trmB
Q18B37,CD630_11740,tRNA(Met) cytidine acetate ligase (EC 6.3.4.-),,tmcAL
Q185P4,CD630_23720,Quinolinate synthase A (EC 2.5.1.72),,nadA
Q186L5,CD630_16600,Pyrimidine/purine nucleoside phosphorylase (EC 2.4.2.2) (Adenosine phosphorylase) (Cytidine phosphorylase) (Guanosine phosphorylase) (EC 2.4.2.15) (Inosine phosphorylase) (Thymidine phosphorylase) (EC 2.4.2.4) (Uridine phosphorylase) (EC 2.4.2.3) (Xanthosine phosphorylase),,ppnP
Q180E3,CD630_32990,Riboflavin transporter RibZ,,ribZ
Q18BC9,CD630_12620,Ribonuclease HII (RNase HII) (EC 3.1.26.4),,rnhB
Q18B22,CD630_11630,50S ribosomal protein L27,,rpmA
Q18CI1,CD630_00941,50S ribosomal protein L36,,rpmJ
Q185S8,CD630_21400,30S ribosomal protein S2,,rpsB
Q18CD6,CD630_00510,Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS),,gltX
Q182Z2,CD630_26580,Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH),mraW,rsmH
Q181C1,CD630_35230,"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)",ksgA,rsmA
Q18CD5,CD630_00520,Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS),,cysS
Q18CD2,CD630_00490,Proline--tRNA ligase 1 (EC 6.1.1.15) (Prolyl-tRNA synthetase 1) (ProRS 1),,proS1
Q189Q7,CD630_07110,Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS),,argS
Q18BH6,CD630_13100,Ribosome-binding factor A,,rbfA
Q18CG2,CD630_00770,30S ribosomal protein S19,,rpsS
Q182I1,CD630_24960,"Selenide, water dikinase (EC 2.7.9.3) (Selenium donor protein) (Selenophosphate synthase)",,selD
Q182K8,CD630_25210,Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS),,leuS
Q189U8,CD630_07540,Probable tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase),,thiI
Q181Q7,CD630_36550,Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase),,purA
Q18CJ1,CD630_01040,50S ribosomal protein L13,,rplM
Q18CE5,CD630_00610,50S ribosomal protein L11,,rplK
Q18CE9,CD630_00620,50S ribosomal protein L1,,rplA
Q18CG6,CD630_00830,50S ribosomal protein L24,,rplX
Q18B24,CD630_11610,50S ribosomal protein L21,,rplU
Q18CH1,CD630_00841,30S ribosomal protein S14 type Z,rpsN,rpsZ
Q185S5,CD630_21370,Ribosome-recycling factor (RRF) (Ribosome-releasing factor),,frr
Q186F4,CD630_16000,Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase),,thiM
Q18CW0,CD630_02230,Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)],,purH
Q18CI8,CD630_00990,50S ribosomal protein L17,,rplQ
Q182W3,CD630_26290,Stage IV sporulation protein A (EC 3.6.1.-) (Coat morphogenetic protein SpoIVA),,spoIVA
Q18A75,CD630_08820,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase),,glgC
Q18CG5,CD630_00790,30S ribosomal protein S3,,rpsC
Q18BJ4,CD630_13280,Protein RecA (Recombinase A),,recA
Q181A2,CD630_35020,Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29),,pth
Q18CS5,CD630_01870,Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10),,pyrE
Q18CG1,CD630_00780,50S ribosomal protein L22,,rplV
Q18CH3,CD630_00880,30S ribosomal protein S5,,rpsE
Q189B8,CD630_05740,Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS),,thrS
Q182M7,CD630_25390,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),,rnz
Q18BJ3,CD630_13290,Ribonuclease Y (RNase Y) (EC 3.1.-.-),,rny
Q18BG3,CD630_12960,Segregation and condensation protein B,,scpB
Q181G3,CD630_35600,tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase),,tilS
Q18CN0,CD630_01430,Protein translocase subunit SecA 1 (EC 7.4.2.8),,secA1
Q18AR0,CD630_10590,Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase),,thlA
Q180A5,CD630_32610,Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase),phoT,pstB
Q181R4,CD630_36611,30S ribosomal protein S18,,rpsR
Q182G9,CD630_24810,Uracil-DNA glycosylase (UDG) (EC 3.2.2.27),,ung
Q183N9,CD630_28040,S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA),,queA
Q182V6,CD630_26220,Cell division protein SepF,,sepF
Q186R0,CD630_17020,Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC),,thiC
Q186R1,CD630_17040,Thiazole synthase (EC 2.8.1.10),,thiG
Q180E9,CD630_33060,Trigger factor (TF) (EC 5.2.1.8) (PPIase),,tig
Q18A85,CD630_08900,Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16),,speE
Q182Y8,CD630_26540,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase),,mraY
Q182W4,CD630_26310,Glycerol-3-phosphate acyltransferase (Acyl-PO4 G3P acyltransferase) (Acyl-phosphate--glycerol-3-phosphate acyltransferase) (G3P acyltransferase) (GPAT) (EC 2.3.1.275) (Lysophosphatidic acid synthase) (LPA synthase),,plsY
Q18C32,CD630_15130,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT),,panB
Q18CI6,CD630_00970,30S ribosomal protein S4,,rpsD
Q183P3,CD630_28070,Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC),,ruvC
Q18B38,CD630_11761,50S ribosomal protein L32,,rpmF
Q189T1,CD630_07330,Octanoyltransferase LipM (EC 2.3.1.181) (Octanoyl-[acyl-carrier-protein]:[GcvH] N-octanoyltransferase),,lipM
Q186N3,CD630_16760,Pyrrolidone-carboxylate peptidase (EC 3.4.19.3) (5-oxoprolyl-peptidase) (Pyroglutamyl-peptidase I) (PGP-I) (Pyrase),,pcp
Q184B6,CD630_09410 CD630_29250,Putative phage protein,,
Q183S5,CD630_28390,Two-component sensor histidine kinase,,
Q185B6,CD630_22440,Putative diguanylate kinase signaling protein,,
Q185E3,CD630_22730,Putative sporulation integral membrane protein,,
Q180I3,CD630_33380,"Putative ATPase Tn916-like, CTn6-Orf15",,
Q18A66,CD630_08720,Acetyltransferase (EC 2.3.1.-),,maa
Q188T9,CD630_04940,"PTS system, mannose/fructose/sorbose IID component",,
Q189B5,CD630_05690,Putative lipoprotein,,
Q185W8,CD630_21790,Putative anaerobic dehydrogenase (EC 1.7.99.4),,
Q184P3,CD630_30560,"ABC-type transport system, ATP-binding protein (EC 3.6.3.-)",,
Q18BK1,CD630_13380,Putative 6-phospho-beta-glucosidase (EC 3.2.1.86),,
Q186J3,CD630_16390,Putative tellurite associated resistance protein,,
Q189N3,CD630_06880,Uncharacterized protein,,
Q18D03,CD630_02580,Flagellar protein FliL,,fliL
Q181A4,CD630_35050,Putative twitching motility protein PilT,,
Q187R5,CD630_19560,Histidine kinase (EC 2.7.13.3),,
Q18AK4,CD630_10010,"ABC-type transport system,nitrate/sulfonate/taurine ATP-binding protein (EC 3.6.3.-)",,
Q188M4,CD630_04360,"Putative recombinase Tn1549-like, CTn2-Orf34",,
Q17ZV6,CD630_32100,Uncharacterized protein,,
Q18AD8,CD630_09370,Putative phage anti-repressor,,
Q181B2,CD630_35130,Putative pilin protein,,
Q184F7,CD630_29670,Dipicolinate synthase subunit B,,spoVFB
Q183V7,CD630_28700,2-keto-3-deoxygluconate permease 1,,kdgT1
Q188I9,CD630_04050,Pseudouridine synthase (EC 5.4.99.-),,rluA
Q188M7,CD630_04400,Putative cell wall binding protein cwp27,,cwp27
Q187V0,CD630_19900,SH3b domain-containing protein,,
Q188U0,CD630_04990,"Putative replication initiation factor Tn5397,CTn3-Orf20",,
Q18AZ1,CD630_11340,Lactoylglutathione lyase (EC 4.4.1.5),,gloA
Q182X0,CD630_26370,Histidine kinase (EC 2.7.13.3),,
Q18AU7,CD630_10920,Excisionase,,xis1
Q181B0,CD630_35120,"Putative type IV pilus transporter system,ATP-binding",,
Q18CL1,CD630_01230,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT),,murA
Q188K6,CD630_04210,DNA topoisomerase (EC 5.6.2.1),,
Q186Q2,CD630_16930,Putative dinitrogenase iron-molybdenum cofactor,,
Q187Z4,CD630_20270,N-carbamoyl-L-amino acid hydrolase (EC 3.5.1.87),,
Q182L0,CD630_25220,Ribosomal silencing factor RsfS,,rsfS
Q188W7,CD630_05220,Putative signaling protein,,
Q185D7,CD630_22650,Putative membrane protein,,
Q18CK8,CD630_01160,"Putative ferredoxin/flavodoxin oxidoreductase,alpha subunit (EC 1.2.7.-)",,
Q186D8,CD630_15830,AB hydrolase-1 domain-containing protein,,
Q17ZW0,CD630_32160,"ABC-type transport system, glycine betaine/carnitine/choline permease",,
Q183V8,CD630_28740,"Putative drug/sodium antiporter, MATE family",,
Q184P6,CD630_30600,Phospho-alpha-glucosidase (EC 3.2.1.122),,
Q187L0,CD630_18990,Putative dCMP deaminase (EC 3.5.4.12),,
Q18BL8,CD630_13560,Putative CBS domain-containing protein,,
Q186D4,CD630_15800,Homoserine dehydrogenase (EC 1.1.1.3),,hom2
Q18BS0,CD630_13970,TsaA-like domain-containing protein,,
Q18AI9,CD630_09870,Putative phosphatase/hydrolase,,
Q180C5,CD630_32810,Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase),proC,proC1
Q187A4,CD630_17960,Putative nitrite and sulfite reductase subunit,,
Q189W1,CD630_07670,"PTS system, sorbitol-specific IIA component (Glucitol) (EC 2.7.1.-)",,srlB
Q189F6,CD630_06120,"ABC-type transport system, permease",,
Q181Y5,CD630_24010,"Spore coat protein, manganese catalase",,cotD
Q182K1,CD630_25150,Aminotransferase (EC 2.6.1.-),,
Q18CN1,CD630_01420,Ribosome hibernation promoting factor (HPF),,hpf
Q183R9,CD630_28330,P-type Ca(2+) transporter (EC 7.2.2.10),,
Q183L6,CD630_27790,Putative mannose-1-phosphate guanylyltransferase (EC 2.7.7.22),,manC
Q185D9,CD630_22660,"Putative oxidoreductase, FAD dependent",,
Q186E0,CD630_15840,"Transcriptional regulator, repressor ROK family",,
Q183I4,CD630_27500,Accessory gene regulator,,agrB
Q188C9,CD630_20620,Uncharacterized protein,,
Q182Y3,CD630_26490,Uncharacterized protein,,
Q185J4,CD630_23190,Putative ribulose-phosphate 3-epimerase (EC 5.1.3.1),,rpe
Q18BZ3,CD630_14730,"ABC-type transport system, multidrug-family ATP-binding/permease (EC 3.6.3.-)",,
Q184W8,CD630_31310,"Transcriptional regulator, AraC family",,
F3Y5Z5,CD630_22241,Putative extrachromosomal origin protein,,
Q186X5,CD630_17650,"Putative hydrolase, NUDIX family",,
Q18BU4,CD630_14200,Diguanylate kinase signaling protein (EC 2.7.7.65),,dccA
Q183F3,CD630_27180,"Putative peptidase C60B, sortase B",,
Q18A72,CD630_08810,PHB domain-containing protein,,
Q18D87,CD630_03530,Uncharacterized protein,,
Q181P9,CD630_36480,"PTS system, lichenan-specific IIB component (EC 2.7.1.69)",,licB
Q186H5,CD630_16190,"ABC-type transport system, multidrug-family permease",,
Q186F6,CD630_16030,Transport permease protein,,
Q18AH6,CD630_09771,Putative phage protein,,
Q180T8,CD630_34410,Putative pyridoxal phosphate-dependent transferase (PLP-dependent transferase) (EC 2.6.1.-),,
Q189J4,CD630_06480,"Transcriptional regulator, GntR family",,
Q18A90,CD630_09000,"ABC-type transport system, glycine betaine/carnitine/choline ATP-binding protein (EC 3.6.3.-)",,opuCA
Q18A63,CD630_08700,Molybdenum transport system permease,,modB
Q186Q9,CD630_17021,Thiamine biosynthesis protein ThiS,,thiS
Q18CK3,CD630_01130,Probable butyrate kinase (BK) (EC 2.7.2.7) (Branched-chain carboxylic acid kinase),,buk
Q188N9,CD630_04440,2-amino-4-ketopentanoate thiolase beta subunit,,ortB
Q189N5,CD630_06910,"Putative short chain dehydrogenase/reductase,SDR family",,
Q181I5,CD630_35840,"ABC-type transport system, permease",,
Q188W0,CD630_05140,Putative hemagglutinin/adhesin cwpV,,cwpV
Q181Q5,CD630_36540,"Helicase loader ATPase, dnaI",,dnaI
Q18CA0,CD630_00150,tRNA-specific adenosine deaminase (EC 3.5.4.33),,tadA
Q181B6,CD630_35170,Pur operon repressor,,purR
Q183K6,CD630_27680,Putative cell-wall hydrolase,,
Q18CX1,CD630_02360,Flagellar protein FliS2,,fliS2
Q183B5,CD630_26790,3-hydroxybutyrate dehydrogenase (EC 1.1.1.30),,bdhA
Q185P5,CD630_23760,Putative membrane protein,,
Q184X4,CD630_31350,Putative fructose-1-6-bisphosphate aldolase (EC 4.1.2.13),,
Q182P8,CD630_25600,ATP-dependent DNA helicase RecG (EC 3.6.4.12),,recG
Q187U2,CD630_19801,Thiamine_BP domain-containing protein,,
F3Y610,CD630_24460,Putative aspartyl/glutamyl-tRNA amidotransferase subunit B-related,,
Q186Q8,CD630_17010,DNA helicase (EC 3.6.4.12),,recQ
Q180J1,CD630_33460,"Putative conjugative transposon protein DUF961 family Tn916-like, CTn6-Orf24",,
Q18A40,CD630_08440,Putative cell wall-binding protein cwp25,,cwp25
Q189R5,CD630_07230,Dihydrolipoyl dehydrogenase (EC 1.8.1.4),,
Q18A84,CD630_08910,Agmatinase (Agmatine ureohydrolase) (AUH) (EC 3.5.3.11),,speB
Q18A34,CD630_08410,5-aminoimidazole-4-carboxamide ribonucleotide transformylase (EC 2.1.2.3),,
Q183B2,CD630_26770,Succinyl CoA:3-oxoacid CoA-transferase subunit A (EC 2.8.3.-),,scoA
Q180Z0,CD630_34910,Putative exopolyphosphatase (EC 3.6.1.-),,
Q189I5,CD630_06390,Uncharacterized protein,,
Q188D1,CD630_20640,Uncharacterized protein,,
Q183V3,CD630_28690,"Transcriptional regulator, sigma-54-dependent",,
Q189P5,CD630_07010,Putative cell-division protein,,
Q189J3,CD630_06490,"Putative peptidase, S9 family",,
Q186N2,CD630_16770,Putative membrane protein,,
Q181W5,CD630_23810,Indolepyruvate oxidoreductase subunit IorA (IOR) (EC 1.2.7.8) (Indolepyruvate ferredoxin oxidoreductase subunit alpha),,iorA
Q189E8,CD630_06040,Uncharacterized protein,,
Q18BJ9,CD630_13340,Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase),,purB
Q181C8,CD630_35290,"ABC-type transport system, iron-family permease",,
Q181F8,CD630_35580,Bifunctional ligase/repressor BirA (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase),,birA
Q182L7,CD630_25300,"Transcriptional regulator, AraC family",,
Q184U5,CD630_31080,Putative membrane protein,,
Q18C45,CD630_15240,Putative rubrerythrin,,
Q182S9,CD630_25890,Uncharacterized protein,,
Q186J1,CD630_16350,Tellurium resistance protein terD1,,terD1
Q180Q6,CD630_34080,Putative DNA mismatch repair ATPase MutS,,
Q18CR4,CD630_01720,Fwde family protein,,
Q186E3,CD630_15880,"ABC-type transport system, sugar-family permease",,
Q181R1,CD630_36590,Cyclic-di-AMP phosphodiesterase (EC 3.1.4.-),,
Q185D6,CD630_22620,"Transporter, Major Facilitator Superfamily (MFS)",,
Q186R2,CD630_17030,Thiamine biosynthesis protein ThiF,,thiF
Q18AM4,CD630_10230,"Putative transcriptional regulator, HTH",,
Q18CT0,CD630_01880,2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase),,
Q187S6,CD630_19670,Uncharacterized protein,,
Q188M6,CD630_04350,"Putative sigma factor Tn1549-like, CTn2-Orf31",,
Q185L8,CD630_23440,Putative membrane protein,,
Q186P9,CD630_16910,Putative thioredoxin-disulfide reductase (EC 1.8.1.9),,trxB
Q182E6,CD630_24590,"Putative glucokinase, ROK family (EC 2.7.1.-)",,
Q18A20,CD630_08220,"ABC-type transport system, multidrug-family ATP-binding protein (EC 3.6.3.-)",,
Q18CZ0,CD630_02490,Flagellar motor switch protein FliG,,fliG
Q182P2,CD630_25550,"PTS system, fructose/mannitol-family IIB component (EC 2.7.1.69)",,
Q187Q3,CD630_19430,Uncharacterized protein,,
Q18A87,CD630_08930,Putative iron-dependent hydrogenase (EC 1.12.7.2),,
Q186P7,CD630_16890,Histidine kinase (EC 2.7.13.3),,
Q180G4,CD630_33200,Stage 0 sporulation protein A homolog,,cprR
Q189H6,CD630_06290,"Transcriptional regulator, Crp family",,
Q18CM1,CD630_01320,ATP-dependent RecD-like DNA helicase (EC 3.6.4.12),,recD2
Q183W4,CD630_28780,"ABC-type transport system, ferrichrome-specific extracellular solute-binding protein",,fhuD
Q187S1,CD630_19600,Histidine kinase (EC 2.7.13.3),,
Q183S3,CD630_28340,Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1),glyA,glyA1
Q183L7,CD630_27820,Cell wall binding protein cwp7,,cwp7
Q18C34,CD630_15150,Diguanylate kinase signaling protein (EC 2.7.7.65),,pdcA
Q18D22,CD630_02790,Pyridoxamine 5'-phosphate oxidase family protein,,
Q183A3,CD630_26680,"Transcription antiterminator, licT family",,
Q18AY9,CD630_11300,Putative lytic transglycosylase-like protein (EC 3.2.1.-),,
Q18BE5,CD630_12840,Putative membrane protein,,
Q18C88,CD630_00020,Beta sliding clamp,,dnaN
Q187N3,CD630_19240,Ethanolamine transport protein,,eutH
Q188E0,CD630_20700,Putative molybdopterin-guanine dinucleotide biosynthesis protein,,
Q186R9,CD630_17090,Probable molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase),,mobA
Q185Q9,CD630_21180,Threonine synthase (EC 4.2.3.1),,thrC
Q185U6,CD630_21580,4-aminobutyrate aminotransferase (EC 2.6.1.-),,gabT
Q184L8,CD630_30300,"PTS system, glucose-like IIBC component (EC 2.7.1.69)",,
Q18C58,CD630_15370,Putative glutamate synthase (EC 1.4.1.13),,aspB1
Q17ZW6,CD630_32201,Small acid-soluble spore protein,,
Q188F3,CD630_20840,"Putative peptidase, M20 family",,
Q186R4,CD630_17060,Thiamine-phosphate pyrophosphorylase ThiE2 (EC 2.5.1.3),,thiE2
Q184Z3,CD630_31560,Phage integrase,,
Q17ZY0,CD630_32360,Probable membrane transporter protein,,
Q184F3,CD630_29640,Putative tRNA-binding protein,,
Q180E1,CD630_32970,Uncharacterized protein,,
Q181Q6,CD630_36520,"Putative peptidase, M1 family",,
Q181X3,CD630_23890,Putative beta-lactams signal-transducer,,
Q188N5,CD630_04480,Ornithine racemase (EC 5.1.1.12),,orr
Q185L9,CD630_23450,"Transcriptional regulator, LysR family",,
Q18AN6,CD630_10380,DNA helicase (EC 3.6.4.12),,
Q184T8,CD630_31010,"PTS system, glucose-like IIBC component (EC 2.7.1.69)",,
Q180F0,CD630_33050,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp),clpP,clpP1
Q183U9,CD630_28650,Putative bacterioferritin,,
Q184L9,CD630_30310,"Transcription antiterminator, PTS operon regulator",,
Q18CX7,CD630_02390,Flagellin,,fliC
Q183F1,CD630_27160,Uncharacterized protein,,
Q187Y2,CD630_20140,Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9),,ilvD
Q185P9,CD630_21100,Putative transaldolase C-like (EC 2.2.1.2),,
Q189Y1,CD630_07840,Putative N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.-),,
Q18D77,CD630_03340,Aldehyde-alcohol dehydrogenase,,adhE
Q189F3,CD630_06090,Uncharacterized protein,,
Q186T5,CD630_17290,Putative sodium:phosphate symporter,,
Q189S0,CD630_07260,"Bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase, delta subunit",,
Q18D24,CD630_02840,"PTS system, mannose/fructose/sorbose IIA component",,
Q180N5,CD630_33890,"Putative cell-division FtsK/SpoIIIE-family protein Tn916-like, CTn7-Orf28",,
Q18AU4,CD630_10950,"ABC-type transport system, multidrug-family permease Tn1549-like, CTn4-Orf30",,
Q187Q9,CD630_19490,Histidine kinase (EC 2.7.13.3),,
Q18C38,CD630_15180,Ferrous iron transport protein,,feoA2
Q183W8,CD630_28810,Putative cellobiose-phosphate degrading protein,,celG
Q18CV7,CD630_02170,Putative nitroreductase,,
Q184E5,CD630_29570,V-type ATP synthase subunit C (EC 3.6.3.14),,atpC
Q180W2,CD630_34650,Uncharacterized CBS domain protein,,
Q18AT2,CD630_10780,"PTS system, mannose/fructose/sorbose IID component",,
Q183T2,CD630_28470,Uncharacterized protein,,
Q184R7,CD630_30800,"PTS system, lactose/cellobiose-family IIA component",,
Q188J1,CD630_04030,"Fructose-1,6-bisphosphate aldolase (EC 4.1.2.13)",,fba
Q181V0,CD630_31870,Putative regulatory endoribonuclease,,tdcF
Q186Z2,CD630_17820,Stage 0 sporulation protein A homolog,,
Q188D4,CD630_20660,Putative integrase,,
Q186I2,CD630_16260,D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase),ddl,vanG
