tree order,major taxonomic family/ species name for non-Firmicutes,Firmicutes taxonomic order/ non-Firmicutes phylum,Accession,Sanger accession,environment,sporulation signature score %,presence spo0A,spore-former characterisation,genome size,ethanol resistance,Erysipelotrichaceae experiments,,,,
1214,Lachnospiraceae,Clostridiales,GCF_000210655.1,,gut,62.12121212,1,1,4347526,,,,,,
1215,Lachnospiraceae,Clostridiales,GCF_000209995.1,,gut,62.12121212,1,1,4202745,,,,,,
1216,Lachnospiraceae,Clostridiales,ERR1022474,14207_7#83,gut,62.12121212,1,1,4394521,,,,,,
1217,Lachnospiraceae,Clostridiales,ERR2230070,20287_6#44,gut,62.12121212,1,1,4381317,,,,,,
1301,Lachnospiraceae,Clostridiales,ERR2230057,20287_6#18,gut,62.12121212,1,1,3398893,,,,,,
1302,Lachnospiraceae,Clostridiales,GCF_001280875.1,,gut,62.12121212,1,1,3242219,,,,,,
1346,Lachnospiraceae,Clostridiales,GCF_001311035.1,,gut,62.12121212,1,1,3269040,,,,,,
1350,Lachnospiraceae,Clostridiales,GCF_001244405.1,,gut,62.12121212,1,1,5241591,,,,,,
1352,Lachnospiraceae,Clostridiales,ERR1022392,13470_2#95,gut,62.12121212,1,1,5638176,cultured from ethanol treated faeces,,,,,
1354,Lachnospiraceae,Clostridiales,ERR171257,8080_1#68,gut,62.12121212,1,1,3196391,,,,,,
1355,Lachnospiraceae,Clostridiales,GCF_000218465.1,,gut,62.12121212,1,1,3495278,,,,,,
1356,Lachnospiraceae,Clostridiales,ERR1022310,13414_6#36,gut,62.12121212,1,1,3161662,,,,,,
1358,Lachnospiraceae,Clostridiales,ERR2221233,15841_8#86,gut,62.12121212,1,1,3321391,,,,,,
180,Bacillaceae,Bacillales,GCF_000331575.1,,non-host associated,63.63636364,1,1,3634697,,,,,,
219,Halobacillaceae,Bacillales,GCF_000425705.1,,non-host associated,63.63636364,1,1,3907711,,,,,,
223,Amphibacillaceae,Bacillales,GCF_000359605.1,,non-host associated,63.63636364,1,1,3085050,,,,,,
237,Amphibacillaceae,Bacillales,GCF_000821065.1,,non-host associated,63.63636364,1,1,4684805,,,,,,
264,Bacilliaceae_D,Bacillales,GCF_001310595.1,,non-host associated,63.63636364,1,1,4401970,,,,,,
270,Bacilliaceae_D,Bacillales,GCF_000513095.1,,non-host associated,63.63636364,1,1,4606547,,,,,,
274,Sporolactobacillaceae,Bacillales,GCF_000648615.1,,non-host associated,63.63636364,1,1,3257656,,,,,,
275,Sporolactobacillaceae,Bacillales,GCF_000497245.1,,non-host associated,63.63636364,1,1,3650028,,,,,,
287,Tumebacillaceae,Bacillales,GCF_000714935.1,,non-host associated,63.63636364,1,1,4956094,,,,,,
322,Paenibacillaceae,Bacillales,GCF_000422505.1,,non-host associated,63.63636364,1,1,6866267,,,,,,
325,Paenibacillaceae,Bacillales,GCF_000971975.1,,non-host associated,63.63636364,1,1,7610833,,,,,,
337,Paenibacillaceae,Bacillales,GCF_000515335.1,,non-host associated,63.63636364,1,1,4851360,,,,,,
722,Syntrophomonadaceae,Clostridiales,GCF_001311885.1,,non-host associated,63.63636364,1,1,2624484,,,,,,
724,Desulfotomaculaceae,Clostridiales,GCF_000711975.1,,non-host associated,63.63636364,1,1,2664310,,,,,,
835,Anaerovoracaceae,Clostridiales,ERR2221388,20298_3#58,gut,63.63636364,1,1,4564503,,,,,,
948,Ruminococcaceae,Clostridiales,ERR2221180,12718_7#75,gut,63.63636364,1,1,2809339,,,,,,
967,Ruminococcaceae,Clostridiales,GCF_000283575.1,,gut,63.63636364,1,1,4473038,,,,,,
976,Ruminococcaceae,Clostridiales,GCF_000177015.3,,gut,63.63636364,1,1,3250444,,,,,,
999,Ruminococcaceae,Clostridiales,GCF_900291485.1,,gut,63.63636364,1,1,2281216,,,,,,
1000,Ruminococcaceae,Clostridiales,ERR2221220,14670_1#66,gut,63.63636364,1,1,2314923,,,,,,
1001,Ruminococcaceae,Clostridiales,GCF_000238635.1,,gut,63.63636364,1,1,4275373,,,,,,
1016,Ruminococcaceae,Clostridiales,GCF_001305095.1,,gut,63.63636364,1,1,2303122,,,,,,
1017,Ruminococcaceae,Clostridiales,GCF_000403395.2,,gut,63.63636364,1,1,3572560,,,,,,
1019,Ruminococcaceae,Clostridiales,GCF_000154565.1,,gut,63.63636364,1,1,3780887,,,,,,
1020,Ruminococcaceae,Clostridiales,ERR2221105,11861_6#65,gut,63.63636364,1,1,3769074,,,,,,
1021,Ruminococcaceae,Clostridiales,ERR1022453,14207_7#62,gut,63.63636364,1,1,3849922,,,,,,
1022,Ruminococcaceae,Clostridiales,ERR171260,8080_1#71,gut,63.63636364,1,1,3833857,,,,,,
1025,Ruminococcaceae,Clostridiales,GCF_000158655.1,,gut,63.63636364,1,1,3463170,,,,,,
1027,Ruminococcaceae,Clostridiales,ERR2221393,20298_3#64,gut,63.63636364,1,1,2765618,,,,,,
1028,Ruminococcaceae,Clostridiales,GCF_000383295.1,,non-host associated,63.63636364,1,1,3226420,,,,,,
1031,Ruminococcaceae,Clostridiales,GCF_000154345.1,,gut,63.63636364,1,1,3324624,,,,,,
1032,Ruminococcaceae,Clostridiales,ERR1022317,13414_6#43,gut,63.63636364,1,1,2456336,,,,,,
1109,Lachnospiraceae,Clostridiales,ERR2221369,20298_3#34,gut,63.63636364,1,1,3182786,,,,,,
1128,Lachnospiraceae,Clostridiales,GCF_000159055.1,,gut,63.63636364,1,1,3900682,,,,,,
1196,Lachnospiraceae,Clostridiales,ERR1022402,14207_7#10,gut,63.63636364,1,1,3509952,,,,,,
1300,Lachnospiraceae,Clostridiales,ERR2221394,20298_3#65,gut,63.63636364,1,1,3928030,,,,,,
141,Bacillaceae,Bacillales,GCF_000374345.1,,non-host associated,65.15151515,1,1,3368511,,,,,,
159,Bacillaceae,Bacillales,GCF_000504145.1,,non-host associated,65.15151515,1,1,5527578,,,,,,
209,Alkalibacillaceae,Bacillales,GCF_000269905.1,,non-host associated,65.15151515,1,1,2956685,,,,,,
210,Halobacillaceae,Bacillales,GCF_000425205.1,,non-host associated,65.15151515,1,1,3730700,,,,,,
225,Amphibacillaceae,Bacillales,GCF_000521485.1,,non-host associated,65.15151515,1,1,3712484,,,,,,
238,Amphibacillaceae,Bacillales,GCA_001310675.1 ,,non-host associated,65.15151515,1,1,4980935,,,,,,
248,Fictibacillaceae,Bacillales,GCF_000269865.1,,non-host associated,65.15151515,1,1,3798656,,,,,,
255,Marinococcaceae,Bacillales,GCF_000377705.1,,non-host associated,65.15151515,1,1,3895350,,,,,,
256,Marinococcaceae,Bacillales,GCF_000698125.1,,non-host associated,65.15151515,1,1,3937184,,,,,,
257,Marinococcaceae,Bacillales,GCF_000698145.1,,non-host associated,65.15151515,1,1,4239903,,,,,,
267,Bacilliaceae_D,Bacillales,GCF_001590785.1,,non-host associated,65.15151515,1,1,4420426,,,,,,
271,Bacilliaceae_D,Bacillales,GCF_000513135.1,,non-host associated,65.15151515,1,1,4819442,,,,,,
299,Thermoactinomycetaceae,Bacillales,GCF_000428065.1,,non-host associated,65.15151515,1,1,4248832,,,,,,
306,Brevibacillaceae,Bacillales,GCF_000454065.1,,non-host associated,65.15151515,1,1,4506935,,,,,,
340,Paenibacillaceae,Bacillales,GCF_000429825.1,,non-host associated,65.15151515,1,1,5127731,,,,,,
359,Paenibacillaceae,Bacillales,GCF_001373415.1,,non-host associated,65.15151515,1,1,4645634,,,,,,
725,Desulfotomaculaceae,Clostridiales,GCF_000430885.1,,non-host associated,65.15151515,1,1,3523601,,,,,,
837,Anaerovoracaceae,Clostridiales,ERR2221176,12718_7#71,gut,65.15151515,1,1,4513351,,,,,,
911,Clostridiaceae,Clostridiales,ERR1022374,13470_2#77,gut,65.15151515,1,1,2498234,,,,,,
949,Ruminococcaceae,Clostridiales,ERR1022449,14207_7#58,gut,65.15151515,1,1,3296803,,,,,,
950,Ruminococcaceae,Clostridiales,ERR1022311,13414_6#37,gut,65.15151515,1,1,3062978,,,,,,
989,Ruminococcaceae,Clostridiales,ERR1022447,14207_7#56,gut,65.15151515,1,1,3995365,,,,,,
1075,Lachnospiraceae,Clostridiales,GCF_000154305.1,,gut,65.15151515,1,1,3605636,,,,,,
1076,Lachnospiraceae,Clostridiales,GCF_000185825.1,,gut,65.15151515,1,1,3309109,,,,,,
1077,Lachnospiraceae,Clostridiales,ERR171259,8080_1#70,gut,65.15151515,1,1,3361404,,,,,,
1078,Lachnospiraceae,Clostridiales,ERR2221104,11861_6#64,gut,65.15151515,1,1,3477705,,,,,,
1079,Lachnospiraceae,Clostridiales,ERR2221232,15841_8#85,gut,65.15151515,1,1,3311931,,,,,,
1137,Lachnospiraceae,Clostridiales,GCF_000732605.1,,gut,65.15151515,1,1,5122021,,,,,,
1247,Lachnospiraceae,Clostridiales,GCF_000156675.1,,gut,65.15151515,1,1,3104142,,,,,,
1249,Lachnospiraceae,Clostridiales,ERR2221380,20298_3#48,gut,65.15151515,1,1,5900609,,,,,,
1250,Lachnospiraceae,Clostridiales,GCF_000373885.1,,gut,65.15151515,1,1,6186565,,,,,,
1309,Lachnospiraceae,Clostridiales,GCF_000765215.1,,gut,65.15151515,1,1,3321920,,,,,,
1313,Lachnospiraceae,Clostridiales,GCF_000156515.1,,gut,65.15151515,1,1,3950298,,,,,,
1317,Lachnospiraceae,Clostridiales,GCF_000154505.1,,gut,65.15151515,1,1,3680268,,,,,,
1318,Lachnospiraceae,Clostridiales,GCF_000218425.1,,gut,65.15151515,1,1,3392618,,,,,,
1319,Lachnospiraceae,Clostridiales,ERR171273,8080_1#84,gut,65.15151515,1,1,3184103,no,,,,,
147,Bacillaceae,Bacillales,GCF_001244735.1,,gut,66.66666667,1,1,4117631,,,,,,
148,Bacillaceae,Bacillales,GCF_000620165.1,,non-host associated,66.66666667,1,1,3417220,,,,,,
150,Bacillaceae,Bacillales,GCF_000744755.1,,non-host associated,66.66666667,1,1,3809188,,,,,,
157,Bacillaceae,Bacillales,GCF_000305495.1,,non-host associated,66.66666667,1,1,4667095,,,,,,
182,Bacillaceae,Bacillales,GCF_000430785.1,,non-host associated,66.66666667,1,1,5491553,,,,,,
183,Bacillaceae,Bacillales,GCF_000746135.1,,non-host associated,66.66666667,1,1,5034763,,,,,,
188,Bacillaceae,Bacillales,GCF_000283675.1,,non-host associated,66.66666667,1,1,5296177,,,,,,
192,Bacillaceae,Bacillales,GCF_000504165.1,,non-host associated,66.66666667,1,1,5661834,,,,,,
196,Bacillaceae,Bacillales,GCF_000518865.1,,non-host associated,66.66666667,1,1,5423977,,,,,,
197,Bacillaceae,Bacillales,GCF_000709935.2,,non-host associated,66.66666667,1,1,4140057,,,,,,
214,Halobacillaceae,Bacillales,GCF_000775615.1,,non-host associated,66.66666667,1,1,3257685,,,,,,
215,Halobacillaceae,Bacillales,GCF_000496835.1,,non-host associated,66.66666667,1,1,3988422,,,,,,
218,Halobacillaceae,Bacillales,GCF_000723525.1,,non-host associated,66.66666667,1,1,4150953,,,,,,
232,Amphibacillaceae,Bacillales,GCF_000612865.1,,gut,66.66666667,1,1,3736431,,,,,,
234,Amphibacillaceae,Bacillales,GCF_000480335.1,,non-host associated,66.66666667,1,1,4435995,,,,,,
236,Amphibacillaceae,Bacillales,GCF_000285495.1,,non-host associated,66.66666667,1,1,3598183,,,,,,
241,Amphibacillaceae,Bacillales,GCF_001038485.1,,non-host associated,66.66666667,1,1,4046197,,,,,,
242,Amphibacillaceae,Bacillales,GCF_000577245.1,,non-host associated,66.66666667,1,1,4073559,,,,,,
243,Amphibacillaceae,Bacillales,GCF_000482485.1,,non-host associated,66.66666667,1,1,4304069,,,,,,
244,Amphibacillaceae,Bacillales,GCF_000190475.1,,non-host associated,66.66666667,1,1,3907972,,,,,,
250,Salisediminibacteriaceae,Bacillales,GCF_000429705.1,,non-host associated,66.66666667,1,1,4089613,,,,,,
253,Marinococcaceae,Bacillales,GCF_000429685.1,,non-host associated,66.66666667,1,1,4491779,,,,,,
258,Bacilliaceae_D,Bacillales,GCF_000011145.1 ,,non-host associated,66.66666667,1,1,4262387,,,,,,
286,Effusibacillaceae,Bacillales,GCF_000376225.1,,non-host associated,66.66666667,1,1,3419647,,,,,,
298,Thermoactinomycetaceae,Bacillales,GCF_000763315.1,,non-host associated,66.66666667,1,1,3498972,,,,,,
309,Brevibacillaceae,Bacillales,GCF_000010165.1,,non-host associated,66.66666667,1,1,6386387,,,,,,
324,Paenibacillaceae,Bacillales,GCF_000422465.1,,non-host associated,66.66666667,1,1,7082985,,,,,,
326,Paenibacillaceae,Bacillales,GCF_000513275.1,,non-host associated,66.66666667,1,1,6362347,,,,,,
333,Paenibacillaceae,Bacillales,GCF_000374185.1,,non-host associated,66.66666667,1,1,6949246,,,,,,
338,Paenibacillaceae,Bacillales,GCF_000829465.1,,gut,66.66666667,1,1,4417144,,,,,,
339,Paenibacillaceae,Bacillales,GCF_000378425.1,,non-host associated,66.66666667,1,1,4547804,,,,,,
344,Paenibacillaceae,Bacillales,GCF_001188365.1,,non-host associated,66.66666667,1,1,5739393,,,,,,
345,Paenibacillaceae,Bacillales,GCF_000179615.1,,non-host associated,66.66666667,1,1,5543677,,,,,,
711,Desulfitobacteriaceae,Clostridiales,GCF_001029285.1,,non-host associated,66.66666667,1,1,4715187,,,,,,
714,Dethiobacteraceae,Clostridiales,GCF_000174415.1,,non-host associated,66.66666667,1,1,3168707,,,,,,
723,Desulfotomaculaceae,Clostridiales,GCF_000315365.1,,non-host associated,66.66666667,1,1,2739956,,,,,,
728,Desulfovirgulaceae,Clostridiales,GCF_000429345.1,,non-host associated,66.66666667,1,1,3105348,,,,,,
757,Sporomusaceae,Clostridiales,GCF_000445445.1,,non-host associated,66.66666667,1,1,5473398,,,,,,
758,Acetonemaceae,Clostridiales,GCF_000219125.1,,gut,66.66666667,1,1,4395200,,,,,,
759,Propionisporaceae,Clostridiales,GCF_001298735.1,,non-host associated,66.66666667,1,1,4190218,,,,,,
877,Clostridiaceae,Clostridiales,ERR1022455,14207_7#64,gut,66.66666667,1,1,2661044,,,,,,
910,Clostridiaceae,Clostridiales,GCF_001485185.1,,non-host associated,66.66666667,1,1,2521018,,,,,,
912,Clostridiaceae,Clostridiales,GCF_001403635.1,,gut,66.66666667,1,1,3794814,,,,,,
921,Clostridiaceae,Clostridiales,GCF_000498355.1,,non-host associated,66.66666667,1,1,3165830,,,,,,
970,Ruminococcaceae,Clostridiales,GCF_000469445.2,,gut,66.66666667,1,1,3645359,,,,,,
985,Ruminococcaceae,Clostridiales,GCF_001244995.1,,gut,66.66666667,1,1,3154753,,,,,,
986,Ruminococcaceae,Clostridiales,ERR171285,8080_1#96,gut,66.66666667,1,1,3177562,,,,,,
987,Ruminococcaceae,Clostridiales,ERR1022454,14207_7#63,gut,66.66666667,1,1,3475152,,,,,,
988,Ruminococcaceae,Clostridiales,GCF_000169255.2,,gut,66.66666667,1,1,4311795,,,,,,
1023,Ruminococcaceae,Clostridiales,ERR1022313,13414_6#39,gut,66.66666667,1,1,2802853,,,,,,
1029,Ruminococcaceae,Clostridiales,GCF_001305115.1,,gut,66.66666667,1,1,3047792,,,,,,
1074,Lachnospiraceae,Clostridiales,ERR2221209,14207_6#11,gut,66.66666667,1,1,3330703,,,,,,
1146,Lachnospiraceae,Clostridiales,GCF_000155435.1,,gut,66.66666667,1,1,6623106,,,,,,
1147,Lachnospiraceae,Clostridiales,ERR171262,8080_1#73,gut,66.66666667,1,1,5869304,,,,,,
1148,Lachnospiraceae,Clostridiales,ERR2221145,12718_7#38,gut,66.66666667,1,1,6518507,,,,,,
1251,Lachnospiraceae,Clostridiales,ERR171261,8080_1#72,gut,66.66666667,1,1,6346994,,,,,,
1314,Lachnospiraceae,Clostridiales,GCF_001185345.1,,gut,66.66666667,1,1,3955121,,,,,,
1316,Lachnospiraceae,Clostridiales,ERR1203939,18048_1#56,gut,66.66666667,1,1,4124540,,,,,,
142,Bacillaceae,Bacillales,GCF_001420715.1,,non-host associated,68.18181818,1,1,5385898,,,,,,
143,Bacillaceae,Bacillales,GCF_001439965.1,,non-host associated,68.18181818,1,1,5397322,,,,,,
144,Bacillaceae,Bacillales,GCF_000238675.1,,non-host associated,68.18181818,1,1,3278026,,,,,,
146,Bacillaceae,Bacillales,GCF_000751775.1,,non-host associated,68.18181818,1,1,3768908,,,,,,
151,Bacillaceae,Bacillales,GCF_000632515.1,,non-host associated,68.18181818,1,1,3681745,,,,,,
168,Bacillaceae,Bacillales,GCF_000821085.1,,gut,68.18181818,1,1,4780958,,,,,,
174,Bacillaceae,Bacillales,GCF_000612665.1,,other host associated,68.18181818,1,1,4632835,,,,,,
179,Bacillaceae,Bacillales,GCF_000708505.1,,non-host associated,68.18181818,1,1,4782311,,,,,,
186,Bacillaceae,Bacillales,GCF_000003925.1,,non-host associated,68.18181818,1,1,5641363,,,,,,
187,Bacillaceae,Bacillales,GCF_000008505.1,,non-host associated,68.18181818,1,1,5312508,,,,,,
189,Bacillaceae,Bacillales,GCF_001636495.1,,non-host associated,68.18181818,1,1,4334666,,,,,,
191,Bacillaceae,Bacillales,GCF_001439915.1,,non-host associated,68.18181818,1,1,4917108,,,,,,
198,Bacillaceae,Bacillales,GCF_000732485.2,,non-host associated,68.18181818,1,1,4217230,,,,,,
200,Bacillaceae,Bacillales,GCF_001592005.1,,non-host associated,68.18181818,1,1,4483489,,,,,,
202,Bacillaceae,Bacillales,ERR2221106,11861_6#66,non-host associated,68.18181818,1,1,4347456,,,,,,
203,Bacillaceae,Bacillales,GCF_000165925.1,,non-host associated,68.18181818,1,1,4227814,,,,,,
204,Bacillaceae,Bacillales,GCF_000195515.1,,non-host associated,68.18181818,1,1,3993763,,,,,,
211,Halobacillaceae,Bacillales,GCF_000770675.1,,non-host associated,68.18181818,1,1,3937503,,,,,,
212,Halobacillaceae,Bacillales,GCF_000425225.1,,non-host associated,68.18181818,1,1,4344270,,,,,,
220,Amphibacillaceae,Bacillales,GCF_000496855.1,,non-host associated,68.18181818,1,1,4050044,,,,,,
221,Amphibacillaceae,Bacillales,GCF_000306965.1,,non-host associated,68.18181818,1,1,3894966,,,,,,
231,Amphibacillaceae,Bacillales,GCF_001310895.1,,non-host associated,68.18181818,1,1,3939315,,,,,,
235,Amphibacillaceae,Bacillales,GCF_000723585.1,,non-host associated,68.18181818,1,1,4425733,,,,,,
239,Amphibacillaceae,Bacillales,GCF_001298135.1,,non-host associated,68.18181818,1,1,3638845,,,,,,
246,Anaerobacillaceae,Bacillales,GCF_001039475.1,,non-host associated,68.18181818,1,1,4327731,,,,,,
252,Marinococcaceae,Bacillales,GCF_001310615.1,,non-host associated,68.18181818,1,1,4117686,,,,,,
259,Bacilliaceae_D,Bacillales,GCF_000621445.1,,non-host associated,68.18181818,1,1,5082967,,,,,,
266,Bacilliaceae_D,Bacillales,GCA_001310555.1,,non-host associated,68.18181818,1,1,5450093,,,,,,
268,Bacilliaceae_D,Bacillales,GCF_000292245.2,,non-host associated,68.18181818,1,1,4443216,,,,,,
300,Thermoactinomycetaceae,Bacillales,GCF_000942395.1,,gut,68.18181818,1,1,3477946,,,,,,
301,Aneurinibacillaceae,Bacillales,GCF_000430625.1,,non-host associated,68.18181818,1,1,4308817,,,,,,
305,Brevibacillaceae,Bacillales,GCF_000311785.1,,gut,68.18181818,1,1,5035395,,,,,,
310,Brevibacillaceae,Bacillales,GCF_000612125.1,,non-host associated,68.18181818,1,1,5605679,,,,,,
311,Paenibacillaceae,Bacillales,GCF_000411255.1,,gut,68.18181818,1,1,6395697,,,,,,
313,Paenibacillaceae,Bacillales,GCF_000214295.1,,gut,68.18181818,1,1,6387775,,,,,,
323,Paenibacillaceae,Bacillales,GCF_000422485.1,,non-host associated,68.18181818,1,1,5791714,,,,,,
331,Paenibacillaceae,Bacillales,GCF_001514495.1,,non-host associated,68.18181818,1,1,7451245,,,,,,
332,Paenibacillaceae,Bacillales,GCF_001570725.1,,non-host associated,68.18181818,1,1,6873233,,,,,,
341,Paenibacillaceae,Bacillales,GCF_000378385.1,,non-host associated,68.18181818,1,1,7581178,,,,,,
353,Paenibacillaceae,Bacillales,GCF_000377505.1,,non-host associated,68.18181818,1,1,6491304,,,,,,
712,Desulfitobacteriaceae,Clostridiales,GCF_000224515.1,,non-host associated,68.18181818,1,1,5797511,,,,,,
880,Clostridiaceae,Clostridiales,GCF_000472625.1,,non-host associated,68.18181818,1,1,2571889,,,,,,
1015,Ruminococcaceae,Clostridiales,GCF_000466605.1,,gut,68.18181818,1,1,3129050,,,,,,
1026,Ruminococcaceae,Clostridiales,GCF_000820765.1,,gut,68.18181818,1,1,3150263,,,,,,
1030,Ruminococcaceae,Clostridiales,GCF_001261775.1,,gut,68.18181818,1,1,3568741,,,,,,
1089,Lachnospiraceae,Clostridiales,GCF_001461035.1,,gut,68.18181818,1,1,3721365,,,,,,
1136,Lachnospiraceae,Clostridiales,GCF_000687555.1,,gut,68.18181818,1,1,4811272,,,,,,
1138,Lachnospiraceae,Clostridiales,ERR171272,8080_1#83,gut,68.18181818,1,1,6364796,isolate cultured after ethanol exposure,,,,,
1151,Lachnospiraceae,Clostridiales,ERR1022381,13470_2#84,gut,68.18181818,1,1,5606228,isolate cultured after ethanol exposure,,,,,
1152,Lachnospiraceae,Clostridiales,ERR2230050,18391_1#2,gut,68.18181818,1,1,5712411,,,,,,
1153,Lachnospiraceae,Clostridiales,ERR2221183,12718_7#79,gut,68.18181818,1,1,5535618,,,,,,
1235,Lachnospiraceae,Clostridiales,GCF_000797495.1,,gut,68.18181818,1,1,7514622,,,,,,
2,Halobacteroidaceae,Halanaerobiales,GCF_000517025.1,,non-host associated,69.6969697,1,1,2923394,,,,,,
3,Halobacteroidaceae,Halanaerobiales,GCF_000379025.1,,non-host associated,69.6969697,1,1,3515513,,,,,,
126,Bacillaceae,Bacillales,GCF_000723905.1,,non-host associated,69.6969697,1,1,4553166,,,,,,
127,Bacillaceae,Bacillales,GCF_001274775.1,,non-host associated,69.6969697,1,1,4383962,,,,,,
137,Bacillaceae,Bacillales,GCF_000374565.1,,non-host associated,69.6969697,1,1,4581227,,,,,,
140,Bacillaceae,Bacillales,GCF_000526655.1,,non-host associated,69.6969697,1,1,3987143,,,,,,
149,Bacillaceae,Bacillales,GCF_001598935.1,,non-host associated,69.6969697,1,1,3318395,,,,,,
156,Bacillaceae,Bacillales,GCF_001243895.1,,non-host associated,69.6969697,1,1,4038325,,,,,,
184,Bacillaceae,Bacillales,ERR2221302,20298_2#25,non-host associated,69.6969697,1,1,6467967,,,,,,
185,Bacillaceae,Bacillales,GCF_000238655.1,,gut,69.6969697,1,1,5804573,,,,,,
193,Bacillaceae,Bacillales,GCF_001274935.1,,non-host associated,69.6969697,1,1,4680333,,,,,,
194,Bacillaceae,Bacillales,GCF_000025825.1,,non-host associated,69.6969697,1,1,5169947,,,,,,
199,Bacillaceae,Bacillales,GCF_000465465.1,,non-host associated,69.6969697,1,1,4587174,,,,,,
201,Bacillaceae,Bacillales,GCF_000011645.1,,gut,69.6969697,1,1,4282921,,,,,,
206,Bacillaceae,Bacillales,GCF_000009045.1,,non-host associated,69.6969697,1,1,4275830,,,,,,
207,Bacillaceae,Bacillales,ERR2221132,12718_7#24,non-host associated,69.6969697,1,1,4123414,,,,,,
213,Halobacillaceae,Bacillales,GCF_000770635.1,,non-host associated,69.6969697,1,1,4352890,,,,,,
224,Amphibacillaceae,Bacillales,GCF_000377765.1,,non-host associated,69.6969697,1,1,4481894,,,,,,
233,Amphibacillaceae,Bacillales,GCF_001189575.1,,non-host associated,69.6969697,1,1,4838576,,,,,,
240,Amphibacillaceae,Bacillales,GCF_001038425.2,,non-host associated,69.6969697,1,1,3445961,,,,,,
245,Massilibacteriaceae,Bacillales,GCF_001375675.1,,non-host associated,69.6969697,1,1,2896024,,,,,,
249,Fictibacillaceae,Bacillales,GCF_001273895.1,,non-host associated,69.6969697,1,1,4851123,,,,,,
269,Bacilliaceae_D,Bacillales,GCF_000513115.1,,non-host associated,69.6969697,1,1,4613749,,,,,,
285,Thermicanaceae,Bacillales,GCF_000510645.1,,non-host associated,69.6969697,1,1,3717571,,,,,,
302,Aneurinibacillaceae,Bacillales,GCF_001015055.1,,non-host associated,69.6969697,1,1,5788790,,,,,,
307,Brevibacillaceae,Bacillales,GCF_000353565.1,,non-host associated,69.6969697,1,1,5241025,,,,,,
328,Paenibacillaceae,Bacillales,GCF_000746875.1,,non-host associated,69.6969697,1,1,7453673,,,,,,
330,Paenibacillaceae,Bacillales,GCF_000732325.1,,non-host associated,69.6969697,1,1,5725297,,,,,,
335,Paenibacillaceae,Bacillales,GCF_000576305.1,,non-host associated,69.6969697,1,1,5044535,,,,,,
346,Paenibacillaceae,Bacillales,GCF_000422445.1,,non-host associated,69.6969697,1,1,5106001,,,,,,
347,Paenibacillaceae,Bacillales,GCF_000425125.1,,non-host associated,69.6969697,1,1,5330305,,,,,,
348,Paenibacillaceae,Bacillales,GCF_000315235.1,,non-host associated,69.6969697,1,1,3897918,,,,,,
351,Paenibacillaceae,Bacillales,GCF_000293805.1,,non-host associated,69.6969697,1,1,6834602,,,,,,
358,Paenibacillaceae,Bacillales,GCF_001403875.1,,non-host associated,69.6969697,1,1,6022522,,,,,,
708,Desulfitobacteriaceae,Clostridiales,GCF_001029295.1,,non-host associated,69.6969697,1,1,5394764,,,,,,
881,Clostridiaceae,Clostridiales,GCF_000297115.1,,non-host associated,69.6969697,1,1,2682500,,,,,,
901,Clostridiaceae,Clostridiales,GCF_000751675.1,,gut,69.6969697,1,1,4397277,,,,,,
902,Clostridiaceae,Clostridiales,ERR2221331,20298_2#62,gut,69.6969697,1,1,4719982,,,,,,
913,Clostridiaceae,Clostridiales,ERR2221248,20287_6#5,gut,69.6969697,1,1,3220170,,,,,,
920,Clostridiaceae,Clostridiales,GCF_000371465.1,,non-host associated,69.6969697,1,1,3509344,,,,,,
929,Clostridiaceae,Clostridiales,GCF_000753455.1,,gut,69.6969697,1,1,4126550,,,,,,
931,Clostridiaceae,Clostridiales,ERR2221284,20298_2#5,gut,69.6969697,1,1,3740538,,,,,,
971,Ruminococcaceae,Clostridiales,ERR1022355,13470_2#58,gut,69.6969697,1,1,3070375,,,,,,
972,Ruminococcaceae,Clostridiales,ERR1022407,14207_7#16,gut,69.6969697,1,1,3402094,,,,,,
984,Ruminococcaceae,Clostridiales,ERR1022450,14207_7#59,gut,69.6969697,1,1,3711121,,,,,,
1018,Ruminococcaceae,Clostridiales,ERR2221396,20298_3#69,gut,69.6969697,1,1,3361186,,,,,,
1024,Ruminococcaceae,Clostridiales,ERR2221149,12718_7#42,gut,69.6969697,1,1,2835846,,,,,,
1054,Lachnospiraceae,Clostridiales,GCF_000178835.2,,non-host associated,69.6969697,1,1,4781585,,,,,,
1059,Lachnospiraceae,Clostridiales,ERR2221389,20298_3#59,gut,69.6969697,1,1,6748395,,,,,,
1134,Lachnospiraceae,Clostridiales,GCF_000235505.1,,gut,69.6969697,1,1,5748486,,,,,,
1143,Lachnospiraceae,Clostridiales,GCF_000158075.1,,gut,69.6969697,1,1,6328450,,,,,,
1144,Lachnospiraceae,Clostridiales,GCF_000233455.1,,gut,69.6969697,1,1,6735271,,,,,,
1154,Lachnospiraceae,Clostridiales,GCF_001078445.1,,gut,69.6969697,1,1,5517550,,,,,,
1155,Lachnospiraceae,Clostridiales,GCF_000234155.1,,gut,69.6969697,1,1,5546963,,,,,,
1234,Lachnospiraceae,Clostridiales,ERR2221344,20298_3#9,gut,69.6969697,1,1,5840808,,,,,,
153,Bacillaceae,Bacillales,GCF_000430765.1,,non-host associated,71.21212121,1,1,5127394,,,,,,
160,Bacillaceae,Bacillales,GCF_000311725.1,,gut,71.21212121,1,1,4977591,,,,,,
