gene,scaffold,gene_id,gene_description,category,header,subheader,module,auxiliary_score,amg_flags,virus.tax.id,virus.name,virus.lineage,refseq.id,KEGG.GENOME,KEGG.DISEASE,DISEASE,host.tax.id,host.name,host.lineage,domain,phylum,class,order,family.etc,pmid,evidence,sample.type,source.organism
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004348.1_2,NC_004348.1,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,1,MF,173443,Salmonella virus ST64T,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Lederbergvirus,NC_004348,NA,NA,NA,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,"NCBI Virus, RefSeq, UniProt",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004589.1_46,NC_004589.1,NA,NA,NA,NA,NA,NA,1,MKF,198543,Streptococcus phage 315.6,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_004589,NA,NA,NA,198466,Streptococcus pyogenes MGAS315,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pyogenes; Streptococcus pyogenes serotype M3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae; Streptococcus; Streptococcus pyogenes; Streptococcus pyogenes serotype M3,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004683.1_62,NC_004683.1,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,1,M,205872,Mycobacterium virus Che9c,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Chenonavirus,NC_004683,NA,NA,NA,1772,Mycolicibacterium smegmatis,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae; Mycolicibacterium,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004684.1_3,NC_004684.1,NA,NA,NA,NA,NA,NA,1,MKF,205874,Mycobacterium phage Rosebush,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Bclasvirinae; Rosebushvirus; Mycobacterium virus Rosebush,NC_004684,NA,NA,NA,1772,Mycolicibacterium smegmatis,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae; Mycolicibacterium,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004684.1_4,NC_004684.1,NA,NA,NA,NA,NA,NA,1,MKF,205874,Mycobacterium phage Rosebush,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Bclasvirinae; Rosebushvirus; Mycobacterium virus Rosebush,NC_004684,NA,NA,NA,1772,Mycolicibacterium smegmatis,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae; Mycolicibacterium,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004684.1_6,NC_004684.1,NA,NA,NA,NA,NA,NA,1,MKF,205874,Mycobacterium phage Rosebush,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Bclasvirinae; Rosebushvirus; Mycobacterium virus Rosebush,NC_004684,NA,NA,NA,1772,Mycolicibacterium smegmatis,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae; Mycolicibacterium,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004685.1_84,NC_004685.1,K03497,parB;stage 0 sporulation protein J,MISC,Sporulation/ other,NA,Sporulation,1,M,205875,Mycobacterium virus Corndog,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Corndogvirus,NC_004685,NA,NA,NA,1772,Mycolicibacterium smegmatis,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae; Mycolicibacterium,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004686.2_80,NC_004686.2,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,1,M,205876,Mycobacterium virus Che9d,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Cheoctovirus,NC_004686,NA,NA,NA,1763,Mycobacterium,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,NA,NA,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004688.1_98,NC_004688.1,CE10,CE10 arylesterase (EC 3.1.1.-); carboxyl esterase (EC 3.1.1.3); acetylcholinesterase (EC 3.1.1.7); cholinesterase (EC 3.1.1.8); sterol esterase (EC 3.1.1.13); brefeldin A esterase (EC 3.1.1.-).,carbon utilization,CAZY,NA,Carbohydrate Esterases,1,MK,205879,Mycobacterium virus Omega,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Omegavirus,NC_004688,NA,NA,NA,1772,Mycolicibacterium smegmatis,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae; Mycolicibacterium,NA,"RefSeq, UniProt",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004688.1_116,NC_004688.1,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,1,M,205879,Mycobacterium virus Omega,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Omegavirus,NC_004688,NA,NA,NA,1772,Mycolicibacterium smegmatis,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae; Mycolicibacterium,NA,"RefSeq, UniProt",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004688.1_183,NC_004688.1,K03466,spoIIIE;spore DNA translocase,MISC,Sporulation/ other,NA,Sporulation,1,M,205879,Mycobacterium virus Omega,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Omegavirus,NC_004688,NA,NA,NA,1772,Mycolicibacterium smegmatis,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae; Mycolicibacterium,NA,"RefSeq, UniProt",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004735.1_13,NC_004735.1,NA,NA,NA,NA,NA,NA,1,MKT,148943,Rhodothermus phage RM378,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_004735,NA,NA,NA,29549,Rhodothermus marinus,Bacteria; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidetes Order II. Incertae sedis; Rhodothermaceae; Rhodothermus,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae; Rhodothermus,NA,"NCBI Virus, RefSeq, UniProt",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004735.1_22,NC_004735.1,NA,NA,NA,NA,NA,NA,1,MKT,148943,Rhodothermus phage RM378,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_004735,NA,NA,NA,29549,Rhodothermus marinus,Bacteria; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidetes Order II. Incertae sedis; Rhodothermaceae; Rhodothermus,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae; Rhodothermus,NA,"NCBI Virus, RefSeq, UniProt",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004740.1_3,NC_004740.1,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,1,MF,225979,Staphylococcus phage phiN315,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_004740,NA,NA,NA,158879,Staphylococcus aureus subsp. aureus N315,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus; Staphylococcus aureus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004746.1_14,NC_004746.1,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,1,M,354260,Lactococcus phage P335 sensu lato,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_004746,NA,NA,NA,1358,Lactococcus lactis,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae; Lactococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004775.2_38,NC_004775.2,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,1,MF,215158,Salmonella phage epsilon15,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Uetakevirus; Salmonella virus Epsilon15,NC_004775,NA,NA,NA,28901,Salmonella enterica,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004820.1_47,NC_004820.1,K06284,abrB;transition state regulatory protein AbrB,MISC,Transition state regulators,NA,Regulation of gene expression,1,M,225725,Bacillus phage phBC6A51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_004820,NA,NA,NA,1396,Bacillus cereus,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004820.1_83,NC_004820.1,K03466,spoIIIE;spore DNA translocase,MISC,Sporulation/ other,NA,Sporulation,1,FM,225725,Bacillus phage phBC6A51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_004820,NA,NA,NA,1396,Bacillus cereus,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_004820.1_84,NC_004820.1,K03466,spoIIIE;spore DNA translocase,MISC,Sporulation/ other,NA,Sporulation,1,FM,225725,Bacillus phage phBC6A51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_004820,NA,NA,NA,1396,Bacillus cereus,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005056.1_41,NC_005056.1,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,1,MF,2681595,Escherichia phage Wphi,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Peduovirinae; Peduovirus; Escherichia virus Wphi,NC_005056,NA,NA,NA,566546,Escherichia coli W,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005069.1_25,NC_005069.1,K03497,parB;stage 0 sporulation protein J,MISC,Sporulation/ other,NA,Sporulation,1,M,172667,Yersinia phage PY54,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_005069,NA,NA,NA,630,Yersinia enterocolitica,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Yersinia,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005069.1_26,NC_005069.1,K03496,parA;sporulation initiation inhibitor protein Soj,MISC,Sporulation/ other,NA,Sporulation,1,M,172667,Yersinia phage PY54,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_005069,NA,NA,NA,630,Yersinia enterocolitica,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Yersinia,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005083.2_120,NC_005083.2,NA,NA,NA,NA,NA,NA,1,MK,75320,Vibrio phage KVP40,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Schizotequatrovirus; Vibrio virus KVP40,NC_005083,NA,NA,NA,670,Vibrio parahaemolyticus,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio harveyi group,NA,"RefSeq, UniProt",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005083.2_122,NC_005083.2,NA,NA,NA,NA,NA,NA,1,MK,75320,Vibrio phage KVP40,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Schizotequatrovirus; Vibrio virus KVP40,NC_005083,NA,NA,NA,670,Vibrio parahaemolyticus,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio harveyi group,NA,"RefSeq, UniProt",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005083.2_123,NC_005083.2,NA,NA,NA,NA,NA,NA,1,MK,75320,Vibrio phage KVP40,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Schizotequatrovirus; Vibrio virus KVP40,NC_005083,NA,NA,NA,670,Vibrio parahaemolyticus,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio harveyi group,NA,"RefSeq, UniProt",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005083.2_254,NC_005083.2,NA,NA,NA,NA,NA,NA,1,MK,75320,Vibrio phage KVP40,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Schizotequatrovirus; Vibrio virus KVP40,NC_005083,NA,NA,NA,670,Vibrio parahaemolyticus,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio harveyi group,NA,"RefSeq, UniProt",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005083.2_260,NC_005083.2,NA,NA,NA,NA,NA,NA,1,MK,75320,Vibrio phage KVP40,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Schizotequatrovirus; Vibrio virus KVP40,NC_005083,NA,NA,NA,670,Vibrio parahaemolyticus,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio harveyi group,NA,"RefSeq, UniProt",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005083.2_289,NC_005083.2,NA,NA,NA,NA,NA,NA,1,MK,75320,Vibrio phage KVP40,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Schizotequatrovirus; Vibrio virus KVP40,NC_005083,NA,NA,NA,670,Vibrio parahaemolyticus,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio harveyi group,NA,"RefSeq, UniProt",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005135.1_8,NC_005135.1,NA,NA,NA,NA,NA,NA,1,MK,115987,Aeromonas virus 44RR2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Biquartavirus,NC_005135,NA,NA,NA,645,Aeromonas salmonicida,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005135.1_72,NC_005135.1,NA,NA,NA,NA,NA,NA,1,MK,115987,Aeromonas virus 44RR2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Biquartavirus,NC_005135,NA,NA,NA,645,Aeromonas salmonicida,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005260.1_40,NC_005260.1,K21636,ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636],MISC,Information systems,Nucleotide,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",1,MKE,227470,Aeromonas virus Aeh1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae,NC_005260,NA,NA,NA,644,Aeromonas hydrophila,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005260.1_45,NC_005260.1,NA,NA,NA,NA,NA,NA,1,MKE,227470,Aeromonas virus Aeh1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae,NC_005260,NA,NA,NA,644,Aeromonas hydrophila,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005260.1_71,NC_005260.1,NA,NA,NA,NA,NA,NA,1,MK,227470,Aeromonas virus Aeh1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae,NC_005260,NA,NA,NA,644,Aeromonas hydrophila,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_005260.1_123,NC_005260.1,NA,NA,NA,NA,NA,NA,1,MK,227470,Aeromonas virus Aeh1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae,NC_005260,NA,NA,NA,644,Aeromonas hydrophila,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA
