gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral replication genes	Viral genes with unknown function	Viral hypothetical genes	Viral genes with host benefits	Viral structure genes	Viral genes with viral benefits	virus.tax.id	virus.name	virus.lineage	refseq.id.y	KEGG.GENOME	KEGG.DISEASE	DISEASE	host.tax.id	host.name	host.lineage	domain	phylum	class	order	family	genus.etc	pmid	evidence	sample.type	source.organism
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007814.1_21	NC_007814	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	53	8	2	FALSE	0.056603774	6	33	8	4	2	0	345922	Bacillus phage Fah	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Wbetavirus; unclassified Wbetavirus	NC_007814	NA	NA	NA	1392	Bacillus anthracis	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007814.1_38	NC_007814	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	53	8	2	FALSE	0.056603774	6	33	8	4	2	0	345922	Bacillus phage Fah	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Wbetavirus; unclassified Wbetavirus	NC_007814	NA	NA	NA	1392	Bacillus anthracis	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007814.1_38	NC_007814	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	53	8	2	FALSE	0.056603774	6	33	8	4	2	0	345922	Bacillus phage Fah	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Wbetavirus; unclassified Wbetavirus	NC_007814	NA	NA	NA	1392	Bacillus anthracis	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007902.1_63	NC_007902	K03496	parA;sporulation initiation inhibitor protein Soj	MISC	Sporulation/ other	NA	Sporulation	1	TFM	0	FALSE	0	64	13	1	TRUE	0.0625	14	5	37	4	1	3	373126	Sodalis phage phiSG1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae	NC_007902	NA	NA	NA	343509	Sodalis glossinidius str. 'morsitans'	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Bruguierivoracaceae; Sodalis; Sodalis glossinidius	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Bruguierivoracaceae	Sodalis; Sodalis glossinidius	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007917.1_37	NC_007917	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	94	12	3	FALSE	0.010638298	6	55	24	5	1	3	320122	Clostridium virus phiCD119	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus	NC_007917	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq, UniProt"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007917.1_37	NC_007917	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	94	12	3	FALSE	0.010638298	6	55	24	5	1	3	320122	Clostridium virus phiCD119	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus	NC_007917	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq, UniProt"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008376.2_33	NC_008376	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	51	6	2	FALSE	0.039215686	7	25	15	3	1	0	365048	Geobacillus phage GBSV1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Svunavirus; Geobacillus virus GBSV1	NC_008376	NA	NA	NA	340407	Geobacillus sp. 6k51	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008376.2_33	NC_008376	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	51	6	2	FALSE	0.039215686	7	25	15	3	1	0	365048	Geobacillus phage GBSV1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Svunavirus; Geobacillus virus GBSV1	NC_008376	NA	NA	NA	340407	Geobacillus sp. 6k51	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008376.2_39	NC_008376	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	51	6	2	FALSE	0.039215686	7	25	15	3	1	0	365048	Geobacillus phage GBSV1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Svunavirus; Geobacillus virus GBSV1	NC_008376	NA	NA	NA	340407	Geobacillus sp. 6k51	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_009231.1_42	NC_009231	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	96	14	2	FALSE	0.010416667	8	63	16	5	2	2	262071	Clostridium virus phiC2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus	NC_009231	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_009231.1_42	NC_009231	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	96	14	2	FALSE	0.010416667	8	63	16	5	2	2	262071	Clostridium virus phiC2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus	NC_009231	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_009235.2_55	NC_009235	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	67	16	1	FALSE	0.044776119	5	34	17	7	2	2	431891	Burkholderia virus phi6442	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Stanholtvirus	NC_009235	NA	NA	NA	28450	Burkholderia pseudomallei	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia; pseudomallei group	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_009236.1_12	NC_009236	K03496	parA;sporulation initiation inhibitor protein Soj	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	49	6	1	FALSE	0.081632653	5	19	11	9	2	3	431892	Burkholderia virus phiE122	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Peduovirinae; Tigrvirus	NC_009236	NA	NA	NA	28450	Burkholderia pseudomallei	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia; pseudomallei group	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_009552.3_21	NC_009552	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	61	5	1	FALSE	0.049180328	7	27	22	3	1	1	447909	Geobacillus virus E2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_009552	NA	NA	NA	129337	Geobacillus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_009552.3_21	NC_009552	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	61	5	1	FALSE	0.049180328	7	27	22	3	1	1	447909	Geobacillus virus E2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_009552	NA	NA	NA	129337	Geobacillus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_009737.2_33	NC_009737	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	51	6	2	FALSE	0.019607843	6	27	14	2	2	0	396034	Bacillus virus 1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Svunavirus	NC_009737	NA	NA	NA	391289	Bacillus sp. 6k512	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_009737.2_33	NC_009737	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	51	6	2	FALSE	0.019607843	6	27	14	2	2	0	396034	Bacillus virus 1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Svunavirus	NC_009737	NA	NA	NA	391289	Bacillus sp. 6k512	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_009737.2_36	NC_009737	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	51	6	2	FALSE	0.019607843	6	27	14	2	2	0	396034	Bacillus virus 1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Svunavirus	NC_009737	NA	NA	NA	391289	Bacillus sp. 6k512	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_009803.1_76	NC_009803	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	110	3	2	FALSE	0.009090909	6	93	7	2	1	1	466051	Thermus virus P23-45	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Oshimavirus	NC_009803	NA	NA	NA	274	Thermus thermophilus	Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	NA	"NCBI Virus, RefSeq, UniProt"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_009804.1_73	NC_009804	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	107	3	2	FALSE	0.009345794	6	90	7	2	1	1	466052	Thermus virus P74-26	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Oshimavirus	NC_009804	NA	NA	NA	274	Thermus thermophilus	Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	NA	"NCBI Virus, RefSeq, UniProt"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_009817.1_100	NC_009817	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	122	0	1	FALSE	0.016393443	5	20	94	2	1	0	388452	Lactococcus virus KSY1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae	NC_009817	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_010495.1_29	NC_010495	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	71	18	1	FALSE	0.042253521	1	42	22	3	2	1	424716	Salmonella phage Vi II-E1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_010495	NA	NA	NA	28901	Salmonella enterica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_011318.1_29	NC_011318	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	65	4	1	FALSE	0.015384615	4	42	16	2	0	1	541865	Clostridium phage phiCP39-O	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_011318	NA	NA	NA	1502	Clostridium perfringens	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_011318.1_29	NC_011318	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	65	4	1	FALSE	0.015384615	4	42	16	2	0	1	541865	Clostridium phage phiCP39-O	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_011318	NA	NA	NA	1502	Clostridium perfringens	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_011398.1_34	NC_011398	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	72	6	2	FALSE	0.013888889	4	48	11	5	2	2	559189	Clostridium virus phiCD27	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus	NC_011398	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_011398.1_34	NC_011398	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	72	6	2	FALSE	0.013888889	4	48	11	5	2	2	559189	Clostridium virus phiCD27	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus	NC_011398	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_012530.1_78	NC_012530	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	TM	0	FALSE	0	201	8	1	TRUE	0.034825871	11	60	115	10	4	1	632112	Lactobacillus virus Lb338-1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae	NC_012530	NA	NA	NA	1597	Lacticaseibacillus paracasei	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lacticaseibacillus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	NA	NA	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_012663.1_52	NC_012663	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	86	0	2	FALSE	0.034883721	0	8	75	3	0	0	641487	Lactococcus phage P087	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_012663	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_013055.1_5	NC_013055	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	FM	0	FALSE	0	48	8	1	FALSE	0.020833333	7	17	17	4	2	1	335797	Burkholderia phage KS9	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_013055	NA	NA	NA	60550	Burkholderia pyrrocinia	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia; Burkholderia cepacia complex	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_014660.1_17	NC_014660	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	255	10	1	FALSE	0.039215686	30	87	86	29	10	13	762660	Acinetobacter phage Ac42	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae	NC_014660	NA	NA	NA	469	Acinetobacter	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	21029436	"Literature, NCBI Virus"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_014660.1_17	NC_014660	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	255	10	1	FALSE	0.039215686	30	87	86	29	10	13	762660	Acinetobacter phage Ac42	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae	NC_014660	NA	NA	NA	469	Acinetobacter	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	21029436	"Literature, NCBI Virus"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_014663.1_16	NC_014663	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	252	8	2	FALSE	0.031746032	30	109	66	26	10	11	760939	Acinetobacter phage Acj9	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae	NC_014663	NA	NA	NA	40214	Acinetobacter johnsonii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	21029436	"Literature, NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_014663.1_16	NC_014663	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	252	8	2	FALSE	0.031746032	30	109	66	26	10	11	760939	Acinetobacter phage Acj9	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae	NC_014663	NA	NA	NA	40214	Acinetobacter johnsonii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	21029436	"Literature, NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015250.1_8	NC_015250	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	257	16	1	FALSE	0.023346304	29	92	89	24	10	13	279006	Acinetobacter virus 133	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae	NC_015250	NA	NA	NA	40214	Acinetobacter johnsonii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	21029436	"Literature, NCBI Virus, RefSeq"	NA	NA
