refseq.id	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral replication genes	Viral genes with unknown function	Viral hypothetical genes	Viral genes with host benefits	Viral structure genes	Viral genes with viral benefits
NC_009799.3	0	FALSE	0	60	2	0	FALSE	0.016666667	2	26	29	2	1	0
NC_009803.1	0	FALSE	0	110	3	2	FALSE	0.009090909	6	93	7	2	1	1
NC_009804.1	0	FALSE	0	107	3	2	FALSE	0.009345794	6	90	7	2	1	1
NC_009810.1	0	FALSE	0	62	2	0	FALSE	0.048387097	3	42	10	4	2	1
NC_009811.2	0	FALSE	0	194	2	2	FALSE	0.036082474	10	145	23	10	5	1
NC_009812.1	0	FALSE	0	65	6	0	FALSE	0.061538462	5	47	8	4	1	0
NC_009813.1	0	FALSE	0	77	2	0	FALSE	0.012987013	7	40	24	3	2	1
NC_009814.1	0	FALSE	0	56	0	0	FALSE	0.017857143	2	25	27	2	0	0
NC_009815.1	0	FALSE	0	60	6	0	FALSE	0.016666667	6	37	15	1	1	0
NC_009816.1	0	FALSE	0	86	4	0	FALSE	0	8	37	40	1	0	0
NC_009817.1	0	FALSE	0	122	0	1	FALSE	0.016393443	5	20	94	2	1	0
NC_009818.1	0	FALSE	0	51	1	0	FALSE	0.039215686	3	40	2	3	0	3
NC_009819.1	0	FALSE	0	55	3	0	FALSE	0.018181818	7	26	17	2	2	1
NC_009820.1	0	FALSE	0	106	7	2	FALSE	0.018867925	6	74	19	2	0	5
NC_009821.1	0	FALSE	0	263	10	0	FALSE	0.030418251	30	153	26	28	11	15
NC_009875.1	0	FALSE	0	20	1	0	FALSE	0.1	5	12	0	2	1	0
NC_009877.1	0	FALSE	0	87	1	1	FALSE	0.011494253	8	64	12	1	1	1
NC_009878.1	0	FALSE	0	85	1	0	FALSE	0.011764706	8	66	8	1	1	1
NC_009904.1	0	FALSE	0	214	1	0	FALSE	0.023364486	10	162	26	8	7	1
NC_009935.1	0	FALSE	0	55	1	0	FALSE	0	14	34	5	0	0	2
NC_009936.1	0	FALSE	0	58	2	0	FALSE	0	14	16	27	0	0	1
NC_009990.1	0	FALSE	0	42	4	0	FALSE	0.071428571	3	20	14	3	0	2
NC_009993.2	0	FALSE	0	81	6	0	FALSE	0.012345679	2	36	39	2	0	2
NC_010105.1	0	FALSE	0	286	12	0	FALSE	0.031468531	32	165	30	31	12	16
NC_010106.1	0	FALSE	0	73	0	1	FALSE	0.01369863	9	38	19	3	2	2
NC_010116.1	0	FALSE	0	78	0	0	FALSE	0.038461538	4	61	10	3	0	0
NC_010147.1	0	FALSE	0	68	3	0	FALSE	0.014705882	7	49	7	3	2	0
NC_010179.2	0	FALSE	0	66	1	0	FALSE	0.045454545	4	32	21	5	3	1
NC_010237.1	0	FALSE	0	93	8	0	FALSE	0.096774194	4	58	16	9	1	5
NC_010275.2	0	FALSE	0	44	5	0	FALSE	0.045454545	4	28	5	6	1	0
NC_010324.1	0	FALSE	0	124	1	1	FALSE	0.048387097	8	91	16	9	0	0
NC_010325.1	0	FALSE	0	68	3	0	FALSE	0.029411765	5	51	9	3	0	0
NC_010326.1	0	FALSE	0	55	2	0	FALSE	0	14	32	6	0	0	3
NC_010342.1	0	FALSE	0	52	4	0	FALSE	0.038461538	4	12	26	7	2	1
NC_010353.1	0	FALSE	0	42	0	0	FALSE	0.071428571	4	27	3	5	2	1
NC_010355.1	0	FALSE	0	112	13	0	FALSE	0.008928571	4	10	95	3	0	0
NC_010363.1	0	FALSE	0	25	1	0	FALSE	0	6	3	15	0	0	1
NC_010463.1	0	FALSE	0	42	7	0	FALSE	0.023809524	7	9	11	7	4	4
NC_010495.1	0	FALSE	0	71	18	1	FALSE	0.042253521	1	42	22	3	2	1
NC_010576.1	0	FALSE	0	76	0	0	FALSE	0	2	36	37	0	1	0
NC_010583.1	0	FALSE	0	181	5	4	FALSE	0.066298343	12	102	41	19	1	6
NC_010807.1	0	FALSE	0	44	0	0	FALSE	0.022727273	17	14	2	1	3	7
NC_010808.1	0	FALSE	0	70	5	0	FALSE	0.014285714	6	51	9	2	2	0
NC_010811.2	0	FALSE	0	329	10	4	FALSE	0.027355623	13	62	240	10	1	3
NC_010821.1	0	FALSE	0	465	48	0	FALSE	0.008602151	11	171	271	4	1	7
NC_010945.1	0	FALSE	0	59	5	0	FALSE	0.033898305	4	32	19	2	1	1
NC_011019.1	0	FALSE	0	87	3	1	FALSE	0.011494253	8	64	11	1	1	2
NC_011020.1	0	FALSE	0	90	1	1	FALSE	0.011111111	7	70	10	1	1	1
NC_011021.1	0	FALSE	0	90	1	1	FALSE	0.011111111	7	69	11	1	1	1
NC_011022.1	0	FALSE	0	89	1	1	FALSE	0.011235955	7	69	10	1	1	1
NC_011023.1	0	FALSE	0	85	3	1	FALSE	0.035294118	9	59	10	3	2	2
NC_011038.1	0	FALSE	0	43	0	0	FALSE	0.023255814	17	11	5	1	3	6
NC_011039.1	0	FALSE	0	92	1	0	FALSE	0	3	68	17	2	0	2
NC_011040.1	0	FALSE	0	43	0	0	FALSE	0.023255814	17	13	2	1	3	7
NC_011041.1	0	FALSE	0	212	4	2	FALSE	0.037735849	13	162	18	12	2	5
NC_011042.1	0	FALSE	0	48	0	0	FALSE	0.0625	16	15	6	3	3	5
NC_011043.1	0	FALSE	0	48	0	0	FALSE	0.020833333	16	16	5	1	3	7
NC_011044.1	0	FALSE	0	94	9	0	FALSE	0	3	82	8	0	0	1
NC_011045.1	0	FALSE	0	50	0	0	FALSE	0.02	17	19	4	1	3	6
NC_011046.1	0	FALSE	0	55	2	0	FALSE	0.036363636	6	35	7	4	3	0
NC_011048.1	0	FALSE	0	25	2	0	FALSE	0.04	9	1	10	2	1	2
NC_011054.1	0	FALSE	0	107	4	1	FALSE	0.018691589	4	77	20	2	1	3
NC_011055.1	0	FALSE	0	138	10	0	TRUE	0.028985507	7	104	17	5	1	4
NC_011056.1	0	FALSE	0	143	12	0	TRUE	0.027972028	5	110	19	5	1	3
NC_011057.1	0	FALSE	0	95	12	0	FALSE	0	2	85	7	0	0	1
NC_011085.3	0	FALSE	0	49	0	0	FALSE	0.020408163	16	18	5	1	3	6
NC_011103.1	0	FALSE	0	97	10	0	FALSE	0.020618557	5	25	60	4	1	2
NC_011104.1	0	FALSE	0	55	4	0	FALSE	0	4	34	13	1	1	2
NC_011105.1	0	FALSE	0	55	0	0	FALSE	0	14	33	6	0	0	2
NC_011107.1	0	FALSE	0	53	0	0	FALSE	0	14	31	6	0	0	2
NC_011142.1	0	FALSE	0	76	11	0	FALSE	0	6	27	38	2	2	1
NC_011165.1	0	FALSE	0	87	5	0	FALSE	0	4	74	4	2	1	2
NC_011166.1	0	FALSE	0	93	6	0	FALSE	0	4	80	4	2	1	2
NC_011167.1	0	FALSE	0	79	8	1	TRUE	0.025316456	6	49	21	2	1	0
NC_011201.1	0	FALSE	0	53	0	0	FALSE	0	13	14	24	0	1	1
NC_011216.1	0	FALSE	0	48	1	0	FALSE	0.041666667	4	19	19	5	0	1
NC_011222.1	0	FALSE	0	61	0	0	FALSE	0.032786885	2	37	20	2	0	0
NC_011267.1	0	FALSE	0	81	2	1	FALSE	0.012345679	6	61	11	1	1	1
NC_011269.2	0	FALSE	0	224	4	0	FALSE	0.022321429	9	186	21	6	1	1
NC_011270.1	0	FALSE	0	224	4	0	FALSE	0.022321429	9	190	17	6	1	1
NC_011271.1	0	FALSE	0	222	6	0	FALSE	0.022522523	10	183	21	6	1	1
NC_011272.1	0	FALSE	0	222	6	0	FALSE	0.022522523	9	186	19	6	1	1
NC_011273.1	0	FALSE	0	233	4	1	FALSE	0.017167382	11	109	107	5	1	0
NC_011285.1	0	FALSE	0	80	2	1	FALSE	0	4	65	8	1	0	2
NC_011287.1	0	FALSE	0	96	7	0	FALSE	0.020833333	6	74	12	2	0	2
NC_011288.1	0	FALSE	0	108	7	0	FALSE	0.009259259	6	86	13	1	0	2
NC_011289.1	0	FALSE	0	104	8	1	FALSE	0.009615385	4	77	17	1	1	4
NC_011290.1	0	FALSE	0	82	2	1	FALSE	0	4	67	8	1	0	2
NC_011291.1	0	FALSE	0	71	2	0	FALSE	0	6	48	12	1	1	3
NC_011292.1	0	FALSE	0	85	3	0	FALSE	0	3	72	6	2	0	2
NC_011308.1	0	FALSE	0	57	0	0	FALSE	0.01754386	2	20	33	2	0	0
NC_011318.1	0	FALSE	0	65	4	1	FALSE	0.015384615	4	42	16	2	0	1
NC_011344.1	0	FALSE	0	65	6	0	FALSE	0.046153846	4	45	11	3	1	1
NC_011356.1	0	FALSE	0	77	7	0	FALSE	0.051948052	7	42	16	6	1	5
NC_011357.1	0	FALSE	0	89	13	0	TRUE	0.04494382	9	41	27	6	1	5
NC_011373.1	0	FALSE	0	80	6	0	FALSE	0.025	7	46	22	2	2	1
NC_011398.1	0	FALSE	0	72	6	2	FALSE	0.013888889	4	48	11	5	2	2
NC_011421.1	0	FALSE	0	192	6	1	FALSE	0.057291667	12	135	25	14	5	1
NC_011534.1	0	FALSE	0	46	0	0	FALSE	0.02173913	17	12	5	1	4	7
NC_011551.1	0	FALSE	0	42	6	0	FALSE	0.095238095	9	11	13	4	2	3
NC_011589.1	0	FALSE	0	53	10	0	FALSE	0.037735849	2	13	35	2	0	1
NC_011611.1	0	FALSE	0	51	3	0	FALSE	0.039215686	3	40	2	3	0	3
NC_011612.1	0	FALSE	0	63	5	0	FALSE	0.015873016	4	48	9	1	1	0
NC_011613.1	0	FALSE	0	52	1	0	FALSE	0.038461538	3	39	3	3	0	4
NC_011614.1	0	FALSE	0	62	3	0	FALSE	0.016129032	6	45	6	2	2	1
NC_011645.1	0	FALSE	0	55	2	0	FALSE	0.018181818	7	31	14	2	0	1
NC_011646.1	0	FALSE	0	28	10	0	FALSE	0	3	2	23	0	0	0
NC_011703.1	0	FALSE	0	93	8	0	FALSE	0	4	79	5	2	1	2
NC_011756.1	0	FALSE	0	94	8	0	FALSE	0	4	81	4	2	1	2
NC_011801.1	0	FALSE	0	56	4	0	FALSE	0	5	18	31	0	1	1
NC_011802.1	0	FALSE	0	64	11	1	FALSE	0.078125	11	30	12	6	0	5
NC_011810.1	0	FALSE	0	90	6	0	FALSE	0	4	76	5	2	1	2
NC_011811.1	0	FALSE	0	116	6	1	FALSE	0.034482759	11	83	13	7	1	1
NC_011976.1	0	FALSE	0	62	8	1	FALSE	0.080645161	11	31	10	6	0	4
NC_012027.1	0	FALSE	0	98	12	0	FALSE	0	1	88	8	0	0	1
NC_012223.2	0	FALSE	0	62	6	0	FALSE	0.032258065	4	43	9	5	1	0
NC_012418.1	0	FALSE	0	54	2	0	FALSE	0	14	32	5	0	0	3
NC_012419.1	0	FALSE	0	24	1	0	FALSE	0	2	13	6	1	1	1
NC_012530.1	0	FALSE	0	201	8	1	TRUE	0.034825871	11	60	115	10	4	1
NC_012635.1	0	FALSE	0	266	12	1	FALSE	0.045112782	31	153	19	33	12	18
NC_012638.1	0	FALSE	0	266	10	1	FALSE	0.04887218	31	152	20	34	12	17
NC_012662.1	0	FALSE	0	50	0	0	FALSE	0.02	12	13	24	1	0	0
NC_012663.1	0	FALSE	0	86	0	2	FALSE	0.034883721	0	8	75	3	0	0
NC_012696.1	0	FALSE	0	78	4	0	FALSE	0	12	50	15	0	1	0
NC_012697.1	0	FALSE	0	82	4	0	FALSE	0	12	49	20	0	1	0
NC_012740.1	0	FALSE	0	273	12	0	FALSE	0.025641026	29	160	33	27	11	13
NC_012741.1	0	FALSE	0	280	14	0	FALSE	0.032142857	32	157	30	31	14	16
NC_012742.1	0	FALSE	0	64	5	0	FALSE	0	7	24	31	0	1	1
NC_012743.2	0	FALSE	0	77	11	0	FALSE	0.012987013	5	57	11	1	1	2
NC_012749.1	0	FALSE	0	127	4	1	FALSE	0.031496063	10	95	13	7	1	1
NC_012753.1	0	FALSE	0	54	2	1	FALSE	0.037037037	5	33	8	3	3	2
NC_012756.1	0	FALSE	0	53	4	0	FALSE	0.018867925	4	33	13	2	1	0
NC_012784.1	0	FALSE	0	83	10	0	FALSE	0.036144578	6	49	22	4	1	1
NC_012788.1	0	FALSE	0	60	2	0	FALSE	0	4	49	6	0	0	1
NC_012884.1	0	FALSE	0	39	0	0	FALSE	0	4	29	5	0	1	0
NC_013021.1	0	FALSE	0	123	10	3	FALSE	0.016260163	7	38	76	2	0	0
NC_013055.1	0	FALSE	0	48	8	1	FALSE	0.020833333	7	17	17	4	2	1
NC_013059.1	0	FALSE	0	56	4	0	FALSE	0.089285714	11	28	7	6	0	4
NC_013085.1	0	FALSE	0	238	12	22	FALSE	0.075630252	19	158	27	27	5	2
NC_013152.1	0	FALSE	0	49	2	0	FALSE	0.020408163	6	31	6	3	3	0
NC_013153.1	0	FALSE	0	49	2	0	FALSE	0.020408163	6	30	7	3	3	0
NC_013154.1	0	FALSE	0	49	2	0	FALSE	0.020408163	6	30	7	3	3	0
NC_013155.1	0	FALSE	0	53	2	0	FALSE	0.037735849	6	33	7	4	3	0
NC_013195.1	0	FALSE	0	66	5	0	FALSE	0.03030303	6	52	4	2	1	1
NC_013594.1	0	FALSE	0	55	5	0	FALSE	0.272727273	7	12	10	21	2	3
NC_013597.1	0	FALSE	0	60	1	0	FALSE	0.033333333	6	36	6	4	3	5
NC_013598.1	0	FALSE	0	43	2	0	FALSE	0.069767442	3	26	7	5	2	0
NC_013599.1	0	FALSE	0	45	5	0	FALSE	0.022222222	8	9	26	1	0	1
NC_013600.1	0	FALSE	0	57	6	1	FALSE	0.035087719	2	43	6	5	1	0
NC_013638.1	0	FALSE	0	51	0	1	FALSE	0	14	15	21	0	0	1
NC_013643.1	0	FALSE	0	65	6	0	FALSE	0	6	36	19	1	1	2
NC_013644.1	0	FALSE	0	52	3	0	FALSE	0.019230769	4	23	21	2	0	2
NC_013645.1	0	FALSE	0	44	0	0	FALSE	0.045454545	4	32	5	2	1	0
NC_013646.1	0	FALSE	0	62	6	0	FALSE	0	6	38	13	1	2	2
NC_013647.1	0	FALSE	0	49	0	0	FALSE	0.020408163	16	18	4	1	3	7
NC_013648.1	0	FALSE	0	66	6	1	FALSE	0	6	36	19	1	3	1
NC_013649.2	0	FALSE	0	58	2	0	FALSE	0.017241379	12	38	5	1	0	2
NC_013650.1	0	FALSE	0	215	4	0	FALSE	0.023255814	10	178	19	6	1	1
NC_013651.1	0	FALSE	0	48	0	0	FALSE	0.020833333	15	14	11	1	2	5
NC_013691.1	0	FALSE	0	113	8	0	FALSE	0.008849558	9	84	17	1	1	1
NC_013692.1	0	FALSE	0	93	10	0	FALSE	0.010752688	9	74	7	1	1	1
NC_013693.1	0	FALSE	0	208	18	3	FALSE	0.033653846	28	138	19	15	5	3
NC_013694.1	0	FALSE	0	82	5	1	FALSE	0.024390244	9	51	14	3	2	3
NC_013696.1	0	FALSE	0	63	2	0	FALSE	0.015873016	4	38	16	3	1	1
NC_013697.1	0	FALSE	0	234	14	1	FALSE	0.034188034	25	37	150	15	5	2
NC_013698.1	0	FALSE	0	82	4	0	FALSE	0.012195122	1	24	56	1	0	0
NC_013936.1	0	FALSE	0	91	5	0	FALSE	0.010989011	6	64	18	1	0	2
NC_014036.1	0	FALSE	0	271	12	4	FALSE	0.040590406	30	167	23	28	9	14
NC_014229.1	0	FALSE	0	46	2	0	FALSE	0.043478261	6	15	21	2	2	0
NC_014260.1	0	FALSE	0	279	14	0	FALSE	0.025089606	32	158	32	29	13	15
NC_014457.1	0	FALSE	0	87	0	1	FALSE	0.034482759	8	29	44	5	1	0
NC_014458.1	0	FALSE	0	91	4	0	FALSE	0.010989011	7	76	4	1	2	1
NC_014459.2	0	FALSE	0	92	4	0	FALSE	0.010869565	7	77	4	1	2	1
NC_014460.1	0	FALSE	0	65	4	0	FALSE	0.015384615	5	50	5	2	2	1
NC_014461.1	0	FALSE	0	111	7	0	FALSE	0.045045045	7	83	13	6	0	2
NC_014467.1	0	FALSE	0	266	12	4	FALSE	0.04887218	30	160	22	30	9	15
NC_014595.1	0	FALSE	0	289	14	0	FALSE	0.031141869	30	174	29	29	13	14
NC_014635.1	0	FALSE	0	255	10	1	FALSE	0.047058824	27	125	55	31	8	9
NC_014636.1	0	FALSE	0	335	12	2	FALSE	0.03880597	32	215	40	28	10	10
NC_014660.1	0	FALSE	0	255	10	1	FALSE	0.039215686	30	87	86	29	10	13
NC_014661.1	0	FALSE	0	242	8	1	FALSE	0.041322314	30	96	69	28	10	9
NC_014662.1	0	FALSE	0	277	8	1	FALSE	0.039711191	31	162	27	30	12	15
NC_014663.1	0	FALSE	0	252	8	2	FALSE	0.031746032	30	109	66	26	10	11
NC_014792.1	0	FALSE	0	290	16	0	FALSE	0.027586207	30	176	29	28	13	14
NC_014900.1	0	FALSE	0	64	11	1	FALSE	0.09375	11	29	11	7	0	6
NC_014901.1	0	FALSE	0	110	7	0	FALSE	0.018181818	7	84	15	2	0	2
NC_015157.1	0	FALSE	0	225	22	3	FALSE	0.026666667	10	111	94	8	1	1
NC_015158.1	0	FALSE	0	72	2	2	FALSE	0	9	47	15	0	0	1
NC_015159.1	0	FALSE	0	49	0	0	FALSE	0.020408163	15	15	11	1	2	5
NC_015208.1	0	FALSE	0	47	0	0	FALSE	0.021276596	16	15	7	1	3	5
NC_015210.1	0	FALSE	0	83	8	0	FALSE	0	2	39	41	0	0	1
NC_015249.1	0	FALSE	0	43	0	0	FALSE	0.023255814	17	12	3	1	3	7
NC_015250.1	0	FALSE	0	257	16	1	FALSE	0.023346304	29	92	89	24	10	13
NC_015251.1	0	FALSE	0	419	12	0	FALSE	0.035799523	33	232	105	29	10	10
NC_015252.1	0	FALSE	0	53	4	0	FALSE	0	9	28	12	2	1	1
NC_015253.1	0	FALSE	0	163	9	3	TRUE	0.036809816	9	50	90	9	4	1
NC_015254.1	0	FALSE	0	62	8	0	FALSE	0.032258065	7	27	20	3	3	2
NC_015262.1	0	FALSE	0	61	10	1	FALSE	0.016393443	2	39	17	2	1	0
NC_015263.1	0	FALSE	0	144	3	2	TRUE	0.083333333	11	107	14	12	0	0
NC_015264.1	0	FALSE	0	51	0	0	FALSE	0.019607843	15	21	7	1	3	4
NC_015265.1	0	FALSE	0	48	4	0	FALSE	0.020833333	7	18	12	6	2	3
NC_015266.1	0	FALSE	0	47	7	1	FALSE	0.021276596	6	21	6	7	2	5
NC_015269.1	0	FALSE	0	171	9	1	FALSE	0.081871345	13	104	24	22	1	7
NC_015270.1	0	FALSE	0	35	1	0	FALSE	0	3	24	6	1	1	0
NC_015271.1	0	FALSE	0	46	0	0	FALSE	0.043478261	16	13	7	2	3	5
NC_015272.2	0	FALSE	0	157	2	1	FALSE	0.01910828	10	131	6	5	3	2
NC_015273.1	0	FALSE	0	40	8	1	FALSE	0.025	6	10	9	7	3	5
NC_015274.1	0	FALSE	0	73	2	4	FALSE	0.095890411	8	22	33	8	1	1
NC_015279.1	0	FALSE	0	237	4	24	FALSE	0.101265823	22	136	40	33	4	2
NC_015280.1	0	FALSE	0	217	8	17	FALSE	0.041474654	22	151	16	20	5	3
NC_015281.1	0	FALSE	0	212	6	14	FALSE	0.070754717	22	132	27	24	5	2
NC_015282.1	0	FALSE	0	223	4	21	FALSE	0.080717489	20	149	20	27	6	1
NC_015283.1	0	FALSE	0	225	6	17	FALSE	0.062222222	21	152	21	23	6	2
NC_015284.1	0	FALSE	0	219	6	15	FALSE	0.04109589	22	152	18	19	5	3
NC_015285.1	0	FALSE	0	200	4	14	FALSE	0.08	21	130	17	24	6	2
NC_015286.1	0	FALSE	0	210	4	15	FALSE	0.071428571	21	147	13	23	5	1
NC_015287.1	0	FALSE	0	297	10	45	FALSE	0.121212121	20	142	81	46	6	2
NC_015288.1	0	FALSE	0	199	6	18	FALSE	0.095477387	22	126	18	27	4	2
NC_015289.1	0	FALSE	0	205	6	22	FALSE	0.092682927	21	136	12	27	6	3
NC_015290.1	0	FALSE	0	216	4	20	FALSE	0.087962963	19	135	25	28	6	3
NC_015292.1	0	FALSE	0	116	6	1	FALSE	0.034482759	11	83	13	7	1	1
NC_015293.1	0	FALSE	0	53	10	0	FALSE	0.018867925	1	24	25	2	1	0
NC_015294.2	0	FALSE	0	173	6	1	FALSE	0.01734104	9	138	15	5	3	3
NC_015295.1	0	FALSE	0	80	6	0	FALSE	0.0125	8	32	31	3	2	4
NC_015296.1	0	FALSE	0	203	20	2	FALSE	0.044334975	28	134	16	17	5	3
NC_015453.1	0	FALSE	0	42	1	0	FALSE	0.047619048	2	30	6	3	0	1
NC_015454.1	0	FALSE	0	42	3	0	FALSE	0.023809524	2	30	8	1	0	1
NC_015456.1	0	FALSE	0	78	5	0	FALSE	0.064102564	6	55	7	7	1	2
NC_015457.1	0	FALSE	0	262	10	1	FALSE	0.049618321	31	150	18	34	12	17
NC_015463.1	0	FALSE	0	111	11	0	FALSE	0.009009009	7	40	61	2	0	1
NC_015464.1	0	FALSE	0	174	16	3	FALSE	0.028735632	23	101	20	10	4	16
NC_015465.1	0	FALSE	0	52	2	1	FALSE	0.019230769	3	26	19	2	1	1
NC_015466.1	0	FALSE	0	91	10	0	FALSE	0.021978022	4	60	22	4	0	1
NC_015568.1	0	FALSE	0	49	6	1	FALSE	0.020408163	3	39	4	1	2	0
NC_015569.1	0	FALSE	0	262	8	6	FALSE	0.034351145	25	53	157	19	5	3
NC_015584.1	0	FALSE	0	119	9	0	FALSE	0.050420168	7	87	14	7	1	3
NC_015585.1	0	FALSE	0	57	1	0	FALSE	0	12	19	24	0	0	2
NC_015719.1	0	FALSE	0	48	0	0	FALSE	0.020833333	16	15	7	1	3	6
NC_015720.1	0	FALSE	0	60	6	0	FALSE	0	3	47	9	0	0	1
NC_015721.1	0	FALSE	0	39	2	0	FALSE	0	1	3	35	0	0	0
NC_015933.1	0	FALSE	0	83	2	0	FALSE	0.012048193	9	62	10	1	1	0
NC_015937.1	0	FALSE	0	150	17	1	FALSE	0.02	9	126	7	4	2	2
NC_015938.1	0	FALSE	0	154	3	1	FALSE	0.058441558	9	65	67	11	0	2
NC_016071.1	0	FALSE	0	235	12	4	FALSE	0.072340426	15	171	23	21	2	3
NC_016073.1	0	FALSE	0	206	18	2	FALSE	0.04368932	28	137	14	17	5	5
NC_016158.1	0	FALSE	0	79	6	0	FALSE	0.025316456	8	43	22	4	0	2
NC_016160.1	0	FALSE	0	56	3	0	FALSE	0	9	30	9	3	1	4
NC_016161.1	0	FALSE	0	59	0	0	FALSE	0.016949153	4	39	15	1	0	0
NC_016163.1	0	FALSE	0	351	26	3	FALSE	0.017094017	13	53	272	7	2	4
NC_016164.1	0	FALSE	0	44	4	1	FALSE	0.022727273	3	27	10	2	1	1
NC_016165.1	0	FALSE	0	56	1	1	FALSE	0.035714286	4	22	23	3	0	4
NC_016166.1	0	FALSE	0	96	3	2	FALSE	0.020833333	2	76	13	3	0	2
NC_016434.1	0	FALSE	0	85	2	0	FALSE	0	4	70	9	1	0	1
NC_016435.1	0	FALSE	0	88	2	0	FALSE	0	4	72	10	1	0	1
NC_016562.1	0	FALSE	0	179	16	3	FALSE	0.027932961	23	105	22	11	4	14
NC_016563.1	0	FALSE	0	275	2	1	FALSE	0.029090909	11	225	21	11	5	2
NC_016564.1	0	FALSE	0	137	24	3	FALSE	0.01459854	3	11	118	2	1	2
NC_016565.1	0	FALSE	0	21	1	0	FALSE	0.095238095	5	13	0	2	1	0
NC_016566.1	0	FALSE	0	57	8	1	FALSE	0.01754386	2	43	6	5	1	0
NC_016567.1	0	FALSE	0	117	0	1	FALSE	0.017094017	5	26	82	3	0	1
NC_016568.1	0	FALSE	0	27	0	0	TRUE	0	5	19	3	0	0	0
NC_016569.1	0	FALSE	0	70	6	0	FALSE	0	3	25	39	1	1	1
NC_016570.1	0	FALSE	0	207	18	2	FALSE	0.038647343	29	143	11	16	5	3
NC_016571.1	0	FALSE	0	303	37	0	FALSE	0.01650165	10	98	188	5	0	2
NC_016650.1	0	FALSE	0	65	6	0	FALSE	0	10	39	15	0	1	0
NC_016651.1	0	FALSE	0	18	0	0	FALSE	0	1	10	7	0	0	0
NC_016652.1	0	FALSE	0	84	4	1	FALSE	0.011904762	1	35	46	2	0	0
NC_016653.1	0	FALSE	0	65	6	0	FALSE	0	10	42	12	0	1	0
NC_016654.1	0	FALSE	0	59	3	0	FALSE	0.016949153	3	33	21	1	1	0
NC_016655.1	0	FALSE	0	86	3	0	FALSE	0.023255814	2	16	65	2	1	0
NC_016656.1	0	FALSE	0	57	0	3	FALSE	0.052631579	12	30	9	4	1	1
NC_016657.1	0	FALSE	0	57	0	2	FALSE	0.052631579	11	34	7	3	1	1
NC_016658.1	0	FALSE	0	68	0	2	FALSE	0.044117647	12	19	32	3	1	1
NC_016659.1	0	FALSE	0	66	0	3	FALSE	0.045454545	9	33	19	3	1	1
NC_016761.1	0	FALSE	0	49	10	0	FALSE	0.020408163	6	30	9	1	1	2
NC_016762.1	0	FALSE	0	66	8	1	FALSE	0.03030303	7	44	10	2	2	1
NC_016763.1	0	FALSE	0	66	8	0	FALSE	0.015151515	1	48	14	1	1	1
NC_016764.1	0	FALSE	0	45	0	1	FALSE	0	12	26	4	0	1	2
NC_016765.1	0	FALSE	0	91	6	0	FALSE	0.010989011	6	66	15	1	2	1
NC_016766.1	0	FALSE	0	102	18	2	FALSE	0.019607843	6	29	61	5	1	0
NC_016767.1	0	FALSE	0	63	5	1	FALSE	0.031746032	3	23	31	2	1	3
NC_016770.1	0	FALSE	0	66	0	0	FALSE	0.015151515	2	37	26	1	0	0
NC_017674.1	0	FALSE	0	92	8	0	FALSE	0	4	79	4	2	1	2
NC_017688.1	0	FALSE	0	58	2	1	FALSE	0.034482759	6	37	8	4	3	0
NC_017695.1	0	FALSE	0	58	2	1	FALSE	0.017241379	6	38	8	3	3	0
NC_017696.1	0	FALSE	0	57	2	0	FALSE	0.035087719	6	37	7	4	3	0
NC_017698.1	0	FALSE	0	58	2	0	FALSE	0.017241379	6	38	9	3	2	0
NC_017702.1	0	FALSE	0	58	2	0	FALSE	0.017241379	6	38	9	3	2	0
NC_017732.1	0	FALSE	0	48	3	0	FALSE	0.083333333	5	9	29	4	1	0
NC_017864.1	0	FALSE	0	53	2	0	FALSE	0.018867925	2	44	4	2	1	0
NC_017865.1	0	FALSE	0	54	0	0	FALSE	0	14	32	6	0	0	2
NC_017968.1	0	FALSE	0	64	4	0	FALSE	0.015625	8	47	4	2	2	1
NC_017969.1	0	FALSE	0	162	5	1	FALSE	0.092592593	13	101	18	23	1	6
NC_017971.2	0	FALSE	0	70	1	0	FALSE	0.028571429	6	29	31	3	0	1
NC_017972.1	0	FALSE	0	382	11	0	FALSE	0.010471204	16	103	255	5	2	1
NC_017973.1	0	FALSE	0	89	3	0	FALSE	0	9	67	8	0	2	3
NC_017974.1	0	FALSE	0	283	4	2	FALSE	0.024734982	13	226	28	13	2	1
NC_017975.1	0	FALSE	0	175	38	0	FALSE	0.017142857	7	58	105	3	0	2
NC_017976.1	0	FALSE	0	56	0	1	FALSE	0.017857143	3	31	19	1	2	0
NC_017978.1	0	FALSE	0	45	4	0	FALSE	0.022222222	5	19	17	2	1	1
NC_017980.1	0	FALSE	0	28	1	0	FALSE	0	6	13	7	0	1	1
NC_017981.1	0	FALSE	0	80	4	0	FALSE	0.0625	3	23	43	7	2	2
NC_017984.1	0	FALSE	0	83	4	0	FALSE	0.036144578	5	61	11	4	1	1
NC_017985.1	0	FALSE	0	60	7	1	FALSE	0.083333333	12	30	8	6	0	4
NC_018083.1	0	FALSE	0	27	1	0	FALSE	0.037037037	6	11	7	1	1	1
NC_018084.1	0	FALSE	0	26	1	0	FALSE	0	6	11	7	0	1	1
NC_018085.1	0	FALSE	0	60	8	1	FALSE	0.016666667	8	36	14	1	1	0
