vMAG_sporAMG_ID,Host_taxonomy,Host_taxonomy,Sporulating_Family?
Moreno-Gallego_2019_ERR2868017_NODE_118_length_7208_cov_9.208584,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_121_length_7154_cov_7.037893,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_123_length_7107_cov_6.784742,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_127_length_7045_cov_6.770815,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_131_length_6886_cov_11.857561,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_134_length_6764_cov_8.076614,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_139_length_6606_cov_8.313998,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_153_length_6213_cov_7.879182,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_154_length_6209_cov_8.604160,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_163_length_6063_cov_8.822570,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_165_length_5997_cov_6.816392,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_171_length_5880_cov_9.573906,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_175_length_5789_cov_6.275201,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_176_length_5756_cov_6.954394,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_179_length_5734_cov_20.044374,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_186_length_5572_cov_9.959398,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_188_length_5535_cov_9.291606,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_193_length_5425_cov_15.004842,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_196_length_5357_cov_15.325915,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_199_length_5177_cov_6.138227,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_205_length_5035_cov_8.082530,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_206_length_5028_cov_5.379851,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_44_length_16483_cov_11.246469,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_74_length_11092_cov_10.476941,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868017_NODE_92_length_8807_cov_37.588323,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868021_NODE_51_length_7770_cov_3.664420,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868021_NODE_72_length_5984_cov_4.173385,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Moreno-Gallego_2019_ERR2868021_NODE_83_length_5537_cov_5.147027,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Nadia_combined_trimmed_NODE_2184_length_6317_cov_14.612584,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Nadia_combined_trimmed_NODE_2662_length_5744_cov_17.447706,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Norman_13_NODE_19_length_32763_cov_20.600679,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Norman_57_NODE_5_length_35600_cov_93.329132,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Rampelli_HCO_02_NODE_813_length_6952_cov_2.547194,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Rampelli_HCO_67_NODE_155_length_34634_cov_4.970155,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Rampelli_Norman_11_NODE_4281_length_6154_cov_3.252336,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Rampelli_Norman_15_NODE_1734_length_7633_cov_16.072315,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Rampelli_SM_11_NODE_691_length_24128_cov_2.754123,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Rampelli_SM_20_NODE_3619_length_5305_cov_2.303238,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Rampelli_SM_24_NODE_146_length_54458_cov_3.315295,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Rampelli_SM_24_NODE_776_length_15282_cov_3.082157,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Rampelli_SM_25_NODE_742_length_11631_cov_5.125864,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Rampelli_SM_40_NODE_2396_length_8747_cov_19.026576,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Rampelli_SM_40_NODE_753_length_21056_cov_14.822961,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2018_SRR6128028_NODE_475_length_12018_cov_15.404497,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2018_SRR6128033_NODE_3_length_44661_cov_15.513877,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2018_SRR6128077_NODE_37_length_39774_cov_43.151439,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2018_SRR6128093_NODE_557_length_7009_cov_6.455853,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2018_SRR6128099_NODE_1737_length_7059_cov_8.025700,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_1513_length_18334_cov_13.308496,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_1810_length_16111_cov_12.019806,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_1948_length_15286_cov_11.988510,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_2029_length_14853_cov_10.566495,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_2143_length_14261_cov_10.255103,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_2813_length_11513_cov_11.788096,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_2825_length_11463_cov_12.439867,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_3202_length_10444_cov_11.433920,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_3443_length_9865_cov_12.294597,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_3858_length_9036_cov_11.568868,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_4253_length_8405_cov_17.980000,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_4948_length_7479_cov_8.148438,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_533_length_37629_cov_12.588865,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_6141_length_6347_cov_8.770820,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_6151_length_6342_cov_8.614443,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161502_NODE_6569_length_6046_cov_9.983809,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161503_NODE_4847_length_6687_cov_6.113691,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161543_NODE_1_length_100053_cov_9.788536,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161576_NODE_5_length_82531_cov_219.504244,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161601_NODE_514_length_23230_cov_8.185890,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Shkoporov_2019_SRR9161612_NODE_12_length_38946_cov_18.517652,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,f__Acutalibacteraceae,FALSE
Monaco_MBA1133_NODE_1089_length_7071_cov_61.215365,Bacteria;p__Firmicutes_A;f__Anaerofustaceae,f__Anaerofustaceae,FALSE
Kang_0019_ST001_A_NODE_38_length_39486_cov_204.164769,Bacteria;p__Firmicutes_A;f__Anaerovoracaceae,f__Anaerovoracaceae,FALSE
Kang_0045_ST002_N_NODE_37_length_58975_cov_374.047013,Bacteria;p__Firmicutes_A;f__Anaerovoracaceae,f__Anaerovoracaceae,FALSE
Ma_2019_SRR341692_NODE_3602_length_5928_cov_1.815086,Bacteria;p__Firmicutes_A;f__Anaerovoracaceae,f__Anaerovoracaceae,FALSE
Ma_2019_SRR413570_NODE_554_length_33278_cov_3.336363,Bacteria;p__Firmicutes_A;f__Anaerovoracaceae,f__Anaerovoracaceae,FALSE
Ma_2019_SRR413761_NODE_345_length_76524_cov_19.774366,Bacteria;p__Firmicutes_A;f__Anaerovoracaceae,f__Anaerovoracaceae,FALSE
Minot_healthy_male_NODE_1228_length_19031_cov_4.854290,Bacteria;p__Firmicutes_A;f__Anaerovoracaceae,f__Anaerovoracaceae,FALSE
Rampelli_10014_NODE_329_length_42984_cov_7.788302,Bacteria;p__Firmicutes_A;f__Anaerovoracaceae,f__Anaerovoracaceae,FALSE
Rampelli_HCO_74_NODE_42_length_76124_cov_12.793188,Bacteria;p__Firmicutes_A;f__Anaerovoracaceae,f__Anaerovoracaceae,FALSE
Rampelli_SM_29_NODE_129_length_49561_cov_3.995071,Bacteria;p__Firmicutes_A;f__Anaerovoracaceae,f__Anaerovoracaceae,FALSE
Shkoporov_2018_SRR6128101_NODE_94_length_29703_cov_294.318605,Bacteria;p__Firmicutes_A;f__Anaerovoracaceae,f__Anaerovoracaceae,FALSE
Shkoporov_2019_SRR9161507_NODE_81_length_114142_cov_20.643141,Bacteria;p__Firmicutes_A;f__Anaerovoracaceae,f__Anaerovoracaceae,FALSE
Draper_2018_SRR6914062_NODE_20_length_24112_cov_28.146527,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Han_2018_ERR1398075_NODE_995_length_15849_cov_8.204635,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Han_2018_ERR1398154_NODE_3281_length_6173_cov_9.956522,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Han_2018_ERR1398172_NODE_54_length_100316_cov_19.463969,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Han_2018_ERR1398235_NODE_121_length_45778_cov_22.379874,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Ma_2019_SRR341667_NODE_241_length_58470_cov_3.125653,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Ma_2019_SRR341670_NODE_426_length_45291_cov_7.949222,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Ma_2019_SRR341670_NODE_442_length_44342_cov_7.190688,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Ma_2019_SRR341670_NODE_552_length_38245_cov_6.249280,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Ma_2019_SRR341710_NODE_3103_length_7686_cov_1.701219,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Ma_2019_SRR413628_NODE_419_length_42014_cov_9.009485,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Ma_2019_SRR413639_NODE_1165_length_15005_cov_2.371706,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Ma_2019_SRR413656_NODE_3249_length_7189_cov_8.891085,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Ma_2019_SRR413663_NODE_103_length_105822_cov_76.772178,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Ma_2019_SRR413717_NODE_194_length_45232_cov_3.487947,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Ma_2019_SRR413729_NODE_210_length_47225_cov_22.876044,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Minot_Diet_SRR5088940_NODE_54_length_42863_cov_7.553868,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Minot_Diet_SRR5088942_NODE_3_length_102439_cov_744.499170,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Monaco_MBA1267_NODE_9_length_79685_cov_17.104521,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Monaco_MBA4024_NODE_9_length_95046_cov_17.982598,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Rampelli_Norman_15_NODE_1019_length_11548_cov_10.606891,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Rampelli_SM_18_NODE_26_length_138514_cov_13.116475,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Rampelli_SM_20_NODE_828_length_17294_cov_2.497419,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Rampelli_SM_39_NODE_20_length_132415_cov_5.866644,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
SRR5495036_NODE_5_length_16333_cov_9.286767,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
SRR7892462_NODE_138_length_6740_cov_22.916380,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
SRR7892480_NODE_2_length_105690_cov_355.893331,Bacteria;p__Firmicutes_A;f__CAG-138,f__CAG-138,FALSE
Han_2018_ERR1398153_NODE_1649_length_9456_cov_4.069248,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Han_2018_ERR1398179_NODE_5229_length_5086_cov_6.656530,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Han_2018_ERR1398189_NODE_5919_length_5555_cov_2.829818,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Han_2018_ERR1398189_NODE_6412_length_5209_cov_2.605549,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Han_2018_ERR1398228_NODE_3923_length_6660_cov_3.942922,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Ma_2019_SRR341601_NODE_2502_length_6730_cov_2.266517,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Ma_2019_SRR341615_NODE_1680_length_7836_cov_6.910937,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Ma_2019_SRR341667_NODE_3569_length_5494_cov_2.183122,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Ma_2019_SRR341667_NODE_3611_length_5430_cov_1.927814,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Ma_2019_SRR341667_NODE_3810_length_5106_cov_1.975648,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Ma_2019_SRR413663_NODE_2174_length_14318_cov_2.796046,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Monaco_MBA1312_NODE_17_length_36665_cov_28.161076,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Norman_160_NODE_8_length_50190_cov_18.839354,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Rampelli_10010_NODE_6878_length_5757_cov_3.759032,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Rampelli_HCO_70_NODE_20_length_131725_cov_7.896780,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Rampelli_SM_02_NODE_264_length_58167_cov_5.935418,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Rampelli_SM_02_NODE_314_length_51816_cov_87.112942,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Rampelli_SM_33_NODE_130_length_56538_cov_10.851088,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
SRR7892432_NODE_1_length_58704_cov_405.001790,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
SRR7892464_NODE_9_length_41570_cov_1347.283030,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Shkoporov_2019_SRR9161506_NODE_1628_length_11141_cov_11.150821,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Shkoporov_2019_SRR9161506_NODE_4793_length_5087_cov_4.232114,Bacteria;p__Firmicutes_A;f__CAG-272,f__CAG-272,FALSE
Han_2018_ERR1398085_NODE_1320_length_17895_cov_8.876850,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Han_2018_ERR1398085_NODE_2186_length_10790_cov_7.025710,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Han_2018_ERR1398085_NODE_2891_length_8289_cov_8.554773,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Han_2018_ERR1398085_NODE_3721_length_6439_cov_6.793390,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Han_2018_ERR1398085_NODE_4648_length_5201_cov_5.267392,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Han_2018_ERR1398085_NODE_547_length_39804_cov_7.743163,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Han_2018_ERR1398127_NODE_1532_length_10973_cov_30.822587,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Han_2018_ERR1398127_NODE_1758_length_9356_cov_18.652510,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Han_2018_ERR1398127_NODE_2066_length_7801_cov_18.302737,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Han_2018_ERR1398127_NODE_2664_length_5817_cov_21.171989,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Han_2018_ERR1398127_NODE_2838_length_5430_cov_23.045209,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Han_2018_ERR1398186_NODE_1277_length_11320_cov_4.497204,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Han_2018_ERR1398186_NODE_2136_length_7515_cov_5.321850,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR341593_NODE_257_length_37522_cov_3.408626,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR341653_NODE_286_length_40406_cov_1.872593,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR341697_NODE_1948_length_7293_cov_2.282813,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR341697_NODE_2210_length_6412_cov_2.497090,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR413561_NODE_3154_length_6051_cov_2.651101,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR413567_NODE_1747_length_12252_cov_4.540953,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR413573_NODE_1261_length_12341_cov_3.379619,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR413639_NODE_1904_length_8907_cov_2.213172,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR413646_NODE_2903_length_5780_cov_1.828646,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR413646_NODE_2956_length_5665_cov_1.861141,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR413646_NODE_3000_length_5587_cov_2.309291,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR413676_NODE_468_length_44741_cov_4.605939,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR413720_NODE_2029_length_8674_cov_2.129829,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR413735_NODE_3696_length_10167_cov_1.962619,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR413744_NODE_1921_length_13289_cov_7.312528,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR413746_NODE_4588_length_5401_cov_2.289749,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Ma_2019_SRR413759_NODE_3782_length_5645_cov_1.888372,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Manrique_Person2_NODE_6_length_153883_cov_16.062856,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Rampelli_SM_43_NODE_2017_length_8409_cov_2.373713,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Shkoporov_2019_SRR9161589_NODE_3_length_113197_cov_57.925059,Bacteria;p__Firmicutes_A;f__CAG-274,f__CAG-274,FALSE
Han_2018_ERR1398130_NODE_1726_length_16679_cov_18.875301,Bacteria;p__Firmicutes_A;f__CAG-314,f__CAG-314,FALSE
SRR7892429_NODE_417_length_5328_cov_7.467855,Bacteria;p__Firmicutes_A;f__CAG-314,f__CAG-314,FALSE
Shkoporov_2018_SRR6128028_NODE_1503_length_5340_cov_5.033113,Bacteria;p__Firmicutes_A;f__CAG-314,f__CAG-314,FALSE
Shkoporov_2019_SRR9161509_NODE_1719_length_9123_cov_12.307014,Bacteria;p__Firmicutes_A;f__CAG-314,f__CAG-314,FALSE
Shkoporov_2019_SRR9161509_NODE_1751_length_8957_cov_12.123343,Bacteria;p__Firmicutes_A;f__CAG-314,f__CAG-314,FALSE
Shkoporov_2019_SRR9161509_NODE_759_length_18834_cov_13.589382,Bacteria;p__Firmicutes_A;f__CAG-314,f__CAG-314,FALSE
Han_2018_ERR1398072_NODE_4244_length_5372_cov_4.704721,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
Han_2018_ERR1398158_NODE_1139_length_8851_cov_6.414620,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
Han_2018_ERR1398212_NODE_509_length_38563_cov_28.265140,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
Kang_0009_ST003_A_NODE_46_length_20105_cov_20.771372,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
Kang_0037_ST003_A_NODE_52_length_44941_cov_1213.766609,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
Kang_0047_ST001_N_NODE_29_length_19861_cov_920.310411,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
Ma_2019_SRR341600_NODE_185_length_63766_cov_5.877839,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
Ma_2019_SRR341717_NODE_510_length_30719_cov_11.282351,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
Ma_2019_SRR413587_NODE_1103_length_16942_cov_10.932848,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
Ma_2019_SRR413676_NODE_290_length_65701_cov_16.819913,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
Ma_2019_SRR413736_NODE_521_length_45462_cov_4.867840,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
Ma_2019_SRR413742_NODE_209_length_79660_cov_29.564914,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
Ma_2019_SRR413745_NODE_612_length_36356_cov_8.676538,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
Minot_Diet_SRR5088941_NODE_8_length_63260_cov_540.486227,Bacteria;p__Firmicutes_A;f__CAG-382,f__CAG-382,FALSE
